,date,cust,prod,promo_0,promo_1,demand
6410,2019-08-02,福島市,C,0,0,83
6411,2019-08-02,水戸市,A,0,0,9
6412,2019-08-02,水戸市,B,0,0,42
6413,2019-08-02,水戸市,C,0,0,8
6414,2019-08-02,宇都宮市,A,0,0,48
6415,2019-08-02,宇都宮市,B,0,0,222
6416,2019-08-02,宇都宮市,C,0,0,44
6417,2019-08-02,前橋市,A,0,0,92
6418,2019-08-02,前橋市,B,0,0,416
6419,2019-08-02,前橋市,C,0,0,85
6420,2019-08-03,札幌市,A,0,0,0
6421,2019-08-03,札幌市,B,0,0,5
6422,2019-08-03,札幌市,C,0,0,2
6423,2019-08-03,青森市,A,0,0,5
6424,2019-08-03,青森市,B,0,0,25
6425,2019-08-03,青森市,C,0,0,4
6426,2019-08-03,盛岡市,A,0,0,24
6427,2019-08-03,盛岡市,B,0,0,109
6428,2019-08-03,盛岡市,C,0,0,21
6429,2019-08-03,仙台市,A,0,0,26
6430,2019-08-03,仙台市,B,0,0,129
6431,2019-08-03,仙台市,C,0,0,26
6432,2019-08-03,秋田市,A,0,0,13
6433,2019-08-03,秋田市,B,0,0,70
6434,2019-08-03,秋田市,C,0,0,13
6435,2019-08-03,山形市,A,0,0,15
6436,2019-08-03,山形市,B,0,0,72
6437,2019-08-03,山形市,C,0,0,15
6438,2019-08-03,福島市,A,0,0,147
6439,2019-08-03,福島市,B,0,0,680
6440,2019-08-03,福島市,C,0,0,139
6441,2019-08-03,水戸市,A,0,0,15
6442,2019-08-03,水戸市,B,0,0,70
6443,2019-08-03,水戸市,C,0,0,14
6444,2019-08-03,宇都宮市,A,0,0,80
6445,2019-08-03,宇都宮市,B,0,0,374
6446,2019-08-03,宇都宮市,C,0,0,75
6447,2019-08-03,前橋市,A,0,0,151
6448,2019-08-03,前橋市,B,0,0,694
6449,2019-08-03,前橋市,C,0,0,140
6450,2019-08-04,札幌市,A,0,0,0
6451,2019-08-04,札幌市,B,0,0,1
6452,2019-08-04,札幌市,C,0,0,1
6453,2019-08-04,青森市,A,0,0,2
6454,2019-08-04,青森市,B,0,0,2
6455,2019-08-04,青森市,C,0,0,0
6456,2019-08-04,盛岡市,A,0,0,2
6457,2019-08-04,盛岡市,B,0,0,14
6458,2019-08-04,盛岡市,C,0,0,3
6459,2019-08-04,仙台市,A,0,0,2
6460,2019-08-04,仙台市,B,0,0,16
6461,2019-08-04,仙台市,C,0,0,2
6462,2019-08-04,秋田市,A,0,0,1
6463,2019-08-04,秋田市,B,0,0,9
6464,2019-08-04,秋田市,C,0,0,1
6465,2019-08-04,山形市,A,0,0,2
6466,2019-08-04,山形市,B,0,0,9
6467,2019-08-04,山形市,C,0,0,2
6468,2019-08-04,福島市,A,0,0,22
6469,2019-08-04,福島市,B,0,0,91
6470,2019-08-04,福島市,C,0,0,19
6471,2019-08-04,水戸市,A,0,0,1
6472,2019-08-04,水戸市,B,0,0,9
6473,2019-08-04,水戸市,C,0,0,3
6474,2019-08-04,宇都宮市,A,0,0,10
6475,2019-08-04,宇都宮市,B,0,0,49
6476,2019-08-04,宇都宮市,C,0,0,9
6477,2019-08-04,前橋市,A,0,0,20
6478,2019-08-04,前橋市,B,0,0,91
6479,2019-08-04,前橋市,C,0,0,17
6480,2019-08-05,札幌市,A,0,0,1
6481,2019-08-05,札幌市,B,0,0,1
6482,2019-08-05,札幌市,C,0,0,0
6483,2019-08-05,青森市,A,0,0,1
6484,2019-08-05,青森市,B,0,0,3
6485,2019-08-05,青森市,C,0,0,1
6486,2019-08-05,盛岡市,A,0,0,2
6487,2019-08-05,盛岡市,B,0,0,8
6488,2019-08-05,盛岡市,C,0,0,0
6489,2019-08-05,仙台市,A,0,0,2
6490,2019-08-05,仙台市,B,0,0,11
6491,2019-08-05,仙台市,C,0,0,1
6492,2019-08-05,秋田市,A,0,0,1
6493,2019-08-05,秋田市,B,0,0,5
6494,2019-08-05,秋田市,C,0,0,1
6495,2019-08-05,山形市,A,0,0,0
6496,2019-08-05,山形市,B,0,0,4
6497,2019-08-05,山形市,C,0,0,1
6498,2019-08-05,福島市,A,0,0,10
6499,2019-08-05,福島市,B,0,0,43
6500,2019-08-05,福島市,C,0,0,8
6501,2019-08-05,水戸市,A,0,0,0
6502,2019-08-05,水戸市,B,0,0,6
6503,2019-08-05,水戸市,C,0,0,1
6504,2019-08-05,宇都宮市,A,0,0,7
6505,2019-08-05,宇都宮市,B,0,0,23
6506,2019-08-05,宇都宮市,C,0,0,5
6507,2019-08-05,前橋市,A,0,0,11
6508,2019-08-05,前橋市,B,0,0,45
6509,2019-08-05,前橋市,C,0,0,10
6510,2019-08-06,札幌市,A,0,0,0
6511,2019-08-06,札幌市,B,0,0,3
6512,2019-08-06,札幌市,C,0,0,0
6513,2019-08-06,青森市,A,0,0,1
6514,2019-08-06,青森市,B,0,0,17
6515,2019-08-06,青森市,C,0,0,2
6516,2019-08-06,盛岡市,A,0,0,14
6517,2019-08-06,盛岡市,B,0,0,72
6518,2019-08-06,盛岡市,C,0,0,15
6519,2019-08-06,仙台市,A,0,0,18
6520,2019-08-06,仙台市,B,0,0,85
6521,2019-08-06,仙台市,C,0,0,18
6522,2019-08-06,秋田市,A,0,0,9
6523,2019-08-06,秋田市,B,0,0,47
6524,2019-08-06,秋田市,C,0,0,9
6525,2019-08-06,山形市,A,0,0,10
6526,2019-08-06,山形市,B,0,0,48
6527,2019-08-06,山形市,C,0,0,9
6528,2019-08-06,福島市,A,0,0,98
6529,2019-08-06,福島市,B,0,0,454
6530,2019-08-06,福島市,C,0,0,92
6531,2019-08-06,水戸市,A,0,0,10
6532,2019-08-06,水戸市,B,0,0,48
6533,2019-08-06,水戸市,C,0,0,6
6534,2019-08-06,宇都宮市,A,0,0,52
6535,2019-08-06,宇都宮市,B,0,0,248
6536,2019-08-06,宇都宮市,C,0,0,49
6537,2019-08-06,前橋市,A,0,0,101
6538,2019-08-06,前橋市,B,0,0,461
6539,2019-08-06,前橋市,C,0,0,93
6540,2019-08-07,札幌市,A,1,0,1
6541,2019-08-07,札幌市,B,1,0,3
6542,2019-08-07,札幌市,C,1,0,0
6543,2019-08-07,青森市,A,1,0,5
6544,2019-08-07,青森市,B,1,0,23
6545,2019-08-07,青森市,C,1,0,4
6546,2019-08-07,盛岡市,A,1,0,27
6547,2019-08-07,盛岡市,B,1,0,124
6548,2019-08-07,盛岡市,C,1,0,24
6549,2019-08-07,仙台市,A,1,0,24
6550,2019-08-07,仙台市,B,1,0,121
6551,2019-08-07,仙台市,C,1,0,27
6552,2019-08-07,秋田市,A,1,0,17
6553,2019-08-07,秋田市,B,1,0,83
6554,2019-08-07,秋田市,C,1,0,15
6555,2019-08-07,山形市,A,1,0,17
6556,2019-08-07,山形市,B,1,0,79
6557,2019-08-07,山形市,C,1,0,14
6558,2019-08-07,福島市,A,1,0,162
6559,2019-08-07,福島市,B,1,0,740
6560,2019-08-07,福島市,C,1,0,152
6561,2019-08-07,水戸市,A,1,0,18
6562,2019-08-07,水戸市,B,1,0,77
6563,2019-08-07,水戸市,C,1,0,14
6564,2019-08-07,宇都宮市,A,1,0,68
6565,2019-08-07,宇都宮市,B,1,0,317
6566,2019-08-07,宇都宮市,C,1,0,64
6567,2019-08-07,前橋市,A,1,0,124
6568,2019-08-07,前橋市,B,1,0,567
6569,2019-08-07,前橋市,C,1,0,115
6570,2019-08-08,札幌市,A,0,0,0
6571,2019-08-08,札幌市,B,0,0,4
6572,2019-08-08,札幌市,C,0,0,0
6573,2019-08-08,青森市,A,0,0,4
6574,2019-08-08,青森市,B,0,0,22
6575,2019-08-08,青森市,C,0,0,5
6576,2019-08-08,盛岡市,A,0,0,20
6577,2019-08-08,盛岡市,B,0,0,93
6578,2019-08-08,盛岡市,C,0,0,20
6579,2019-08-08,仙台市,A,0,0,23
6580,2019-08-08,仙台市,B,0,0,111
6581,2019-08-08,仙台市,C,0,0,22
6582,2019-08-08,秋田市,A,0,0,15
6583,2019-08-08,秋田市,B,0,0,61
6584,2019-08-08,秋田市,C,0,0,12
6585,2019-08-08,山形市,A,0,0,13
6586,2019-08-08,山形市,B,0,0,66
6587,2019-08-08,山形市,C,0,0,12
6588,2019-08-08,福島市,A,0,0,128
6589,2019-08-08,福島市,B,0,0,590
6590,2019-08-08,福島市,C,0,0,119
6591,2019-08-08,水戸市,A,0,0,12
6592,2019-08-08,水戸市,B,0,0,62
6593,2019-08-08,水戸市,C,0,0,14
6594,2019-08-08,宇都宮市,A,0,0,71
6595,2019-08-08,宇都宮市,B,0,0,324
6596,2019-08-08,宇都宮市,C,0,0,65
6597,2019-08-08,前橋市,A,0,0,129
6598,2019-08-08,前橋市,B,0,0,602
6599,2019-08-08,前橋市,C,0,0,122
6600,2019-08-09,札幌市,A,0,0,1
6601,2019-08-09,札幌市,B,0,0,2
6602,2019-08-09,札幌市,C,0,0,0
6603,2019-08-09,青森市,A,0,0,3
6604,2019-08-09,青森市,B,0,0,15
6605,2019-08-09,青森市,C,0,0,4
6606,2019-08-09,盛岡市,A,0,0,15
6607,2019-08-09,盛岡市,B,0,0,67
6608,2019-08-09,盛岡市,C,0,0,13
6609,2019-08-09,仙台市,A,0,0,16
6610,2019-08-09,仙台市,B,0,0,77
6611,2019-08-09,仙台市,C,0,0,15
6612,2019-08-09,秋田市,A,0,0,9
6613,2019-08-09,秋田市,B,0,0,41
6614,2019-08-09,秋田市,C,0,0,8
6615,2019-08-09,山形市,A,0,0,10
6616,2019-08-09,山形市,B,0,0,45
6617,2019-08-09,山形市,C,0,0,10
6618,2019-08-09,福島市,A,0,0,88
6619,2019-08-09,福島市,B,0,0,406
6620,2019-08-09,福島市,C,0,0,82
6621,2019-08-09,水戸市,A,0,0,8
6622,2019-08-09,水戸市,B,0,0,43
6623,2019-08-09,水戸市,C,0,0,8
6624,2019-08-09,宇都宮市,A,0,0,47
6625,2019-08-09,宇都宮市,B,0,0,221
6626,2019-08-09,宇都宮市,C,0,0,45
6627,2019-08-09,前橋市,A,0,0,89
6628,2019-08-09,前橋市,B,0,0,419
6629,2019-08-09,前橋市,C,0,0,85
6630,2019-08-10,札幌市,A,0,1,0
6631,2019-08-10,札幌市,B,0,1,5
6632,2019-08-10,札幌市,C,0,1,1
6633,2019-08-10,青森市,A,0,1,7
6634,2019-08-10,青森市,B,0,1,31
6635,2019-08-10,青森市,C,0,1,5
6636,2019-08-10,盛岡市,A,0,1,34
6637,2019-08-10,盛岡市,B,0,1,130
6638,2019-08-10,盛岡市,C,0,1,24
6639,2019-08-10,仙台市,A,0,1,41
6640,2019-08-10,仙台市,B,0,1,152
6641,2019-08-10,仙台市,C,0,1,28
6642,2019-08-10,秋田市,A,0,1,21
6643,2019-08-10,秋田市,B,0,1,84
6644,2019-08-10,秋田市,C,0,1,16
6645,2019-08-10,山形市,A,0,1,24
6646,2019-08-10,山形市,B,0,1,88
6647,2019-08-10,山形市,C,0,1,15
6648,2019-08-10,福島市,A,0,1,211
6649,2019-08-10,福島市,B,0,1,809
6650,2019-08-10,福島市,C,0,1,152
6651,2019-08-10,水戸市,A,0,1,21
6652,2019-08-10,水戸市,B,0,1,85
6653,2019-08-10,水戸市,C,0,1,17
6654,2019-08-10,宇都宮市,A,0,1,114
6655,2019-08-10,宇都宮市,B,0,1,444
6656,2019-08-10,宇都宮市,C,0,1,82
6657,2019-08-10,前橋市,A,0,1,216
6658,2019-08-10,前橋市,B,0,1,828
6659,2019-08-10,前橋市,C,0,1,156
6660,2019-08-11,札幌市,A,0,0,0
6661,2019-08-11,札幌市,B,0,0,0
6662,2019-08-11,札幌市,C,0,0,0
6663,2019-08-11,青森市,A,0,0,3
6664,2019-08-11,青森市,B,0,0,3
6665,2019-08-11,青森市,C,0,0,1
6666,2019-08-11,盛岡市,A,0,0,1
6667,2019-08-11,盛岡市,B,0,0,15
6668,2019-08-11,盛岡市,C,0,0,3
6669,2019-08-11,仙台市,A,0,0,2
6670,2019-08-11,仙台市,B,0,0,18
6671,2019-08-11,仙台市,C,0,0,2
6672,2019-08-11,秋田市,A,0,0,1
6673,2019-08-11,秋田市,B,0,0,8
6674,2019-08-11,秋田市,C,0,0,2
6675,2019-08-11,山形市,A,0,0,2
6676,2019-08-11,山形市,B,0,0,9
6677,2019-08-11,山形市,C,0,0,0
6678,2019-08-11,福島市,A,0,0,19
6679,2019-08-11,福島市,B,0,0,91
6680,2019-08-11,福島市,C,0,0,19
6681,2019-08-11,水戸市,A,0,0,2
6682,2019-08-11,水戸市,B,0,0,7
6683,2019-08-11,水戸市,C,0,0,1
6684,2019-08-11,宇都宮市,A,0,0,9
6685,2019-08-11,宇都宮市,B,0,0,49
6686,2019-08-11,宇都宮市,C,0,0,10
6687,2019-08-11,前橋市,A,0,0,21
6688,2019-08-11,前橋市,B,0,0,92
6689,2019-08-11,前橋市,C,0,0,17
6690,2019-08-12,札幌市,A,0,0,2
6691,2019-08-12,札幌市,B,0,0,0
6692,2019-08-12,札幌市,C,0,0,1
6693,2019-08-12,青森市,A,0,0,0
6694,2019-08-12,青森市,B,0,0,1
6695,2019-08-12,青森市,C,0,0,2
6696,2019-08-12,盛岡市,A,0,0,1
6697,2019-08-12,盛岡市,B,0,0,6
6698,2019-08-12,盛岡市,C,0,0,0
6699,2019-08-12,仙台市,A,0,0,0
6700,2019-08-12,仙台市,B,0,0,9
6701,2019-08-12,仙台市,C,0,0,1
6702,2019-08-12,秋田市,A,0,0,0
6703,2019-08-12,秋田市,B,0,0,4
6704,2019-08-12,秋田市,C,0,0,0
6705,2019-08-12,山形市,A,0,0,1
6706,2019-08-12,山形市,B,0,0,6
6707,2019-08-12,山形市,C,0,0,0
6708,2019-08-12,福島市,A,0,0,9
6709,2019-08-12,福島市,B,0,0,45
6710,2019-08-12,福島市,C,0,0,11
6711,2019-08-12,水戸市,A,0,0,1
6712,2019-08-12,水戸市,B,0,0,5
6713,2019-08-12,水戸市,C,0,0,1
6714,2019-08-12,宇都宮市,A,0,0,7
6715,2019-08-12,宇都宮市,B,0,0,25
6716,2019-08-12,宇都宮市,C,0,0,4
6717,2019-08-12,前橋市,A,0,0,10
6718,2019-08-12,前橋市,B,0,0,45
6719,2019-08-12,前橋市,C,0,0,9
6720,2019-08-13,札幌市,A,0,0,1
6721,2019-08-13,札幌市,B,0,0,3
6722,2019-08-13,札幌市,C,0,0,1
6723,2019-08-13,青森市,A,0,0,4
6724,2019-08-13,青森市,B,0,0,16
6725,2019-08-13,青森市,C,0,0,3
6726,2019-08-13,盛岡市,A,0,0,15
6727,2019-08-13,盛岡市,B,0,0,71
6728,2019-08-13,盛岡市,C,0,0,14
6729,2019-08-13,仙台市,A,0,0,20
6730,2019-08-13,仙台市,B,0,0,87
6731,2019-08-13,仙台市,C,0,0,16
6732,2019-08-13,秋田市,A,0,0,8
6733,2019-08-13,秋田市,B,0,0,47
6734,2019-08-13,秋田市,C,0,0,8
6735,2019-08-13,山形市,A,0,0,10
6736,2019-08-13,山形市,B,0,0,50
6737,2019-08-13,山形市,C,0,0,10
6738,2019-08-13,福島市,A,0,0,100
6739,2019-08-13,福島市,B,0,0,454
6740,2019-08-13,福島市,C,0,0,91
6741,2019-08-13,水戸市,A,0,0,9
6742,2019-08-13,水戸市,B,0,0,46
6743,2019-08-13,水戸市,C,0,0,9
6744,2019-08-13,宇都宮市,A,0,0,54
6745,2019-08-13,宇都宮市,B,0,0,248
6746,2019-08-13,宇都宮市,C,0,0,51
6747,2019-08-13,前橋市,A,0,0,101
6748,2019-08-13,前橋市,B,0,0,464
6749,2019-08-13,前橋市,C,0,0,94
6750,2019-08-14,札幌市,A,1,0,2
6751,2019-08-14,札幌市,B,1,0,5
6752,2019-08-14,札幌市,C,1,0,0
6753,2019-08-14,青森市,A,1,0,5
6754,2019-08-14,青森市,B,1,0,22
6755,2019-08-14,青森市,C,1,0,5
6756,2019-08-14,盛岡市,A,1,0,26
6757,2019-08-14,盛岡市,B,1,0,124
6758,2019-08-14,盛岡市,C,1,0,25
6759,2019-08-14,仙台市,A,1,0,25
6760,2019-08-14,仙台市,B,1,0,123
6761,2019-08-14,仙台市,C,1,0,25
6762,2019-08-14,秋田市,A,1,0,16
6763,2019-08-14,秋田市,B,1,0,83
6764,2019-08-14,秋田市,C,1,0,17
6765,2019-08-14,山形市,A,1,0,17
6766,2019-08-14,山形市,B,1,0,78
6767,2019-08-14,山形市,C,1,0,16
6768,2019-08-14,福島市,A,1,0,162
6769,2019-08-14,福島市,B,1,0,738
6770,2019-08-14,福島市,C,1,0,150
6771,2019-08-14,水戸市,A,1,0,16
6772,2019-08-14,水戸市,B,1,0,77
6773,2019-08-14,水戸市,C,1,0,13
6774,2019-08-14,宇都宮市,A,1,0,69
6775,2019-08-14,宇都宮市,B,1,0,318
6776,2019-08-14,宇都宮市,C,1,0,63
6777,2019-08-14,前橋市,A,1,0,124
6778,2019-08-14,前橋市,B,1,0,567
6779,2019-08-14,前橋市,C,1,0,114
6780,2019-08-15,札幌市,A,0,0,0
6781,2019-08-15,札幌市,B,0,0,5
6782,2019-08-15,札幌市,C,0,0,0
6783,2019-08-15,青森市,A,0,0,3
6784,2019-08-15,青森市,B,0,0,23
6785,2019-08-15,青森市,C,0,0,4
6786,2019-08-15,盛岡市,A,0,0,19
6787,2019-08-15,盛岡市,B,0,0,94
6788,2019-08-15,盛岡市,C,0,0,19
6789,2019-08-15,仙台市,A,0,0,25
6790,2019-08-15,仙台市,B,0,0,112
6791,2019-08-15,仙台市,C,0,0,20
6792,2019-08-15,秋田市,A,0,0,13
6793,2019-08-15,秋田市,B,0,0,62
6794,2019-08-15,秋田市,C,0,0,13
6795,2019-08-15,山形市,A,0,0,15
6796,2019-08-15,山形市,B,0,0,61
6797,2019-08-15,山形市,C,0,0,12
6798,2019-08-15,福島市,A,0,0,129
6799,2019-08-15,福島市,B,0,0,590
6800,2019-08-15,福島市,C,0,0,119
6801,2019-08-15,水戸市,A,0,0,13
6802,2019-08-15,水戸市,B,0,0,60
6803,2019-08-15,水戸市,C,0,0,14
6804,2019-08-15,宇都宮市,A,0,0,69
6805,2019-08-15,宇都宮市,B,0,0,323
6806,2019-08-15,宇都宮市,C,0,0,65
6807,2019-08-15,前橋市,A,0,0,130
6808,2019-08-15,前橋市,B,0,0,602
6809,2019-08-15,前橋市,C,0,0,123
6810,2019-08-16,札幌市,A,0,0,0
6811,2019-08-16,札幌市,B,0,0,4
6812,2019-08-16,札幌市,C,0,0,2
6813,2019-08-16,青森市,A,0,0,2
6814,2019-08-16,青森市,B,0,0,13
6815,2019-08-16,青森市,C,0,0,1
6816,2019-08-16,盛岡市,A,0,0,13
6817,2019-08-16,盛岡市,B,0,0,65
6818,2019-08-16,盛岡市,C,0,0,13
6819,2019-08-16,仙台市,A,0,0,18
6820,2019-08-16,仙台市,B,0,0,78
6821,2019-08-16,仙台市,C,0,0,16
6822,2019-08-16,秋田市,A,0,0,11
6823,2019-08-16,秋田市,B,0,0,41
6824,2019-08-16,秋田市,C,0,0,8
6825,2019-08-16,山形市,A,0,0,8
6826,2019-08-16,山形市,B,0,0,44
6827,2019-08-16,山形市,C,0,0,7
6828,2019-08-16,福島市,A,0,0,87
6829,2019-08-16,福島市,B,0,0,406
6830,2019-08-16,福島市,C,0,0,81
6831,2019-08-16,水戸市,A,0,0,8
6832,2019-08-16,水戸市,B,0,0,42
6833,2019-08-16,水戸市,C,0,0,9
6834,2019-08-16,宇都宮市,A,0,0,48
6835,2019-08-16,宇都宮市,B,0,0,223
6836,2019-08-16,宇都宮市,C,0,0,45
6837,2019-08-16,前橋市,A,0,0,90
6838,2019-08-16,前橋市,B,0,0,416
6839,2019-08-16,前橋市,C,0,0,86
6840,2019-08-17,札幌市,A,0,0,2
6841,2019-08-17,札幌市,B,0,0,6
6842,2019-08-17,札幌市,C,0,0,1
6843,2019-08-17,青森市,A,0,0,7
6844,2019-08-17,青森市,B,0,0,25
6845,2019-08-17,青森市,C,0,0,5
6846,2019-08-17,盛岡市,A,0,0,23
6847,2019-08-17,盛岡市,B,0,0,107
6848,2019-08-17,盛岡市,C,0,0,23
6849,2019-08-17,仙台市,A,0,0,26
6850,2019-08-17,仙台市,B,0,0,128
6851,2019-08-17,仙台市,C,0,0,25
6852,2019-08-17,秋田市,A,0,0,15
6853,2019-08-17,秋田市,B,0,0,71
6854,2019-08-17,秋田市,C,0,0,14
6855,2019-08-17,山形市,A,0,0,17
6856,2019-08-17,山形市,B,0,0,72
6857,2019-08-17,山形市,C,0,0,14
6858,2019-08-17,福島市,A,0,0,150
6859,2019-08-17,福島市,B,0,0,679
6860,2019-08-17,福島市,C,0,0,138
6861,2019-08-17,水戸市,A,0,0,14
6862,2019-08-17,水戸市,B,0,0,72
6863,2019-08-17,水戸市,C,0,0,12
6864,2019-08-17,宇都宮市,A,0,0,81
6865,2019-08-17,宇都宮市,B,0,0,372
6866,2019-08-17,宇都宮市,C,0,0,76
6867,2019-08-17,前橋市,A,0,0,152
6868,2019-08-17,前橋市,B,0,0,694
6869,2019-08-17,前橋市,C,0,0,141
6870,2019-08-18,札幌市,A,0,0,2
6871,2019-08-18,札幌市,B,0,0,0
6872,2019-08-18,札幌市,C,0,0,0
6873,2019-08-18,青森市,A,0,0,0
6874,2019-08-18,青森市,B,0,0,4
6875,2019-08-18,青森市,C,0,0,0
6876,2019-08-18,盛岡市,A,0,0,1
6877,2019-08-18,盛岡市,B,0,0,13
6878,2019-08-18,盛岡市,C,0,0,2
6879,2019-08-18,仙台市,A,0,0,0
6880,2019-08-18,仙台市,B,0,0,17
6881,2019-08-18,仙台市,C,0,0,4
6882,2019-08-18,秋田市,A,0,0,1
6883,2019-08-18,秋田市,B,0,0,9
6884,2019-08-18,秋田市,C,0,0,3
6885,2019-08-18,山形市,A,0,0,3
6886,2019-08-18,山形市,B,0,0,9
6887,2019-08-18,山形市,C,0,0,2
6888,2019-08-18,福島市,A,0,0,20
6889,2019-08-18,福島市,B,0,0,91
6890,2019-08-18,福島市,C,0,0,19
6891,2019-08-18,水戸市,A,0,0,3
6892,2019-08-18,水戸市,B,0,0,10
6893,2019-08-18,水戸市,C,0,0,0
6894,2019-08-18,宇都宮市,A,0,0,11
6895,2019-08-18,宇都宮市,B,0,0,51
6896,2019-08-18,宇都宮市,C,0,0,9
6897,2019-08-18,前橋市,A,0,0,20
6898,2019-08-18,前橋市,B,0,0,92
6899,2019-08-18,前橋市,C,0,0,19
6900,2019-08-19,札幌市,A,0,0,1
6901,2019-08-19,札幌市,B,0,0,0
6902,2019-08-19,札幌市,C,0,0,1
6903,2019-08-19,青森市,A,0,0,1
6904,2019-08-19,青森市,B,0,0,2
6905,2019-08-19,青森市,C,0,0,0
6906,2019-08-19,盛岡市,A,0,0,1
6907,2019-08-19,盛岡市,B,0,0,6
6908,2019-08-19,盛岡市,C,0,0,2
6909,2019-08-19,仙台市,A,0,0,1
6910,2019-08-19,仙台市,B,0,0,8
6911,2019-08-19,仙台市,C,0,0,1
6912,2019-08-19,秋田市,A,0,0,2
6913,2019-08-19,秋田市,B,0,0,3
6914,2019-08-19,秋田市,C,0,0,1
6915,2019-08-19,山形市,A,0,0,1
6916,2019-08-19,山形市,B,0,0,4
6917,2019-08-19,山形市,C,0,0,1
6918,2019-08-19,福島市,A,0,0,9
6919,2019-08-19,福島市,B,0,0,44
6920,2019-08-19,福島市,C,0,0,9
6921,2019-08-19,水戸市,A,0,0,0
6922,2019-08-19,水戸市,B,0,0,5
6923,2019-08-19,水戸市,C,0,0,2
6924,2019-08-19,宇都宮市,A,0,0,6
6925,2019-08-19,宇都宮市,B,0,0,24
6926,2019-08-19,宇都宮市,C,0,0,6
6927,2019-08-19,前橋市,A,0,0,9
6928,2019-08-19,前橋市,B,0,0,46
6929,2019-08-19,前橋市,C,0,0,8
6930,2019-08-20,札幌市,A,0,1,0
6931,2019-08-20,札幌市,B,0,1,4
6932,2019-08-20,札幌市,C,0,1,2
6933,2019-08-20,青森市,A,0,1,6
6934,2019-08-20,青森市,B,0,1,20
6935,2019-08-20,青森市,C,0,1,3
6936,2019-08-20,盛岡市,A,0,1,22
6937,2019-08-20,盛岡市,B,0,1,86
6938,2019-08-20,盛岡市,C,0,1,16
6939,2019-08-20,仙台市,A,0,1,27
6940,2019-08-20,仙台市,B,0,1,102
6941,2019-08-20,仙台市,C,0,1,18
6942,2019-08-20,秋田市,A,0,1,14
6943,2019-08-20,秋田市,B,0,1,56
6944,2019-08-20,秋田市,C,0,1,10
6945,2019-08-20,山形市,A,0,1,15
6946,2019-08-20,山形市,B,0,1,57
6947,2019-08-20,山形市,C,0,1,11
6948,2019-08-20,福島市,A,0,1,142
6949,2019-08-20,福島市,B,0,1,540
6950,2019-08-20,福島市,C,0,1,100
6951,2019-08-20,水戸市,A,0,1,15
6952,2019-08-20,水戸市,B,0,1,55
6953,2019-08-20,水戸市,C,0,1,11
6954,2019-08-20,宇都宮市,A,0,1,75
6955,2019-08-20,宇都宮市,B,0,1,297
6956,2019-08-20,宇都宮市,C,0,1,56
6957,2019-08-20,前橋市,A,0,1,144
6958,2019-08-20,前橋市,B,0,1,550
6959,2019-08-20,前橋市,C,0,1,102
6960,2019-08-21,札幌市,A,1,0,0
6961,2019-08-21,札幌市,B,1,0,4
6962,2019-08-21,札幌市,C,1,0,0
6963,2019-08-21,青森市,A,1,0,5
6964,2019-08-21,青森市,B,1,0,22
6965,2019-08-21,青森市,C,1,0,4
6966,2019-08-21,盛岡市,A,1,0,26
6967,2019-08-21,盛岡市,B,1,0,123
6968,2019-08-21,盛岡市,C,1,0,24
6969,2019-08-21,仙台市,A,1,0,26
6970,2019-08-21,仙台市,B,1,0,121
6971,2019-08-21,仙台市,C,1,0,24
6972,2019-08-21,秋田市,A,1,0,17
6973,2019-08-21,秋田市,B,1,0,82
6974,2019-08-21,秋田市,C,1,0,16
6975,2019-08-21,山形市,A,1,0,18
6976,2019-08-21,山形市,B,1,0,78
6977,2019-08-21,山形市,C,1,0,14
6978,2019-08-21,福島市,A,1,0,162
6979,2019-08-21,福島市,B,1,0,740
6980,2019-08-21,福島市,C,1,0,149
6981,2019-08-21,水戸市,A,1,0,17
6982,2019-08-21,水戸市,B,1,0,79
6983,2019-08-21,水戸市,C,1,0,14
6984,2019-08-21,宇都宮市,A,1,0,69
6985,2019-08-21,宇都宮市,B,1,0,317
6986,2019-08-21,宇都宮市,C,1,0,65
6987,2019-08-21,前橋市,A,1,0,122
6988,2019-08-21,前橋市,B,1,0,568
6989,2019-08-21,前橋市,C,1,0,115
6990,2019-08-22,札幌市,A,0,0,0
6991,2019-08-22,札幌市,B,0,0,1
6992,2019-08-22,札幌市,C,0,0,0
6993,2019-08-22,青森市,A,0,0,2
6994,2019-08-22,青森市,B,0,0,22
6995,2019-08-22,青森市,C,0,0,3
6996,2019-08-22,盛岡市,A,0,0,20
6997,2019-08-22,盛岡市,B,0,0,96
6998,2019-08-22,盛岡市,C,0,0,19
6999,2019-08-22,仙台市,A,0,0,26
7000,2019-08-22,仙台市,B,0,0,110
7001,2019-08-22,仙台市,C,0,0,22
7002,2019-08-22,秋田市,A,0,0,11
7003,2019-08-22,秋田市,B,0,0,60
7004,2019-08-22,秋田市,C,0,0,13
7005,2019-08-22,山形市,A,0,0,12
7006,2019-08-22,山形市,B,0,0,64
7007,2019-08-22,山形市,C,0,0,14
7008,2019-08-22,福島市,A,0,0,129
7009,2019-08-22,福島市,B,0,0,590
7010,2019-08-22,福島市,C,0,0,121
7011,2019-08-22,水戸市,A,0,0,13
7012,2019-08-22,水戸市,B,0,0,61
7013,2019-08-22,水戸市,C,0,0,11
7014,2019-08-22,宇都宮市,A,0,0,69
7015,2019-08-22,宇都宮市,B,0,0,321
7016,2019-08-22,宇都宮市,C,0,0,65
