index,date,cust,prod,demand,sales
1340,2019-01-03,佐賀市,A,413,413
1341,2019-01-03,佐賀市,B,403,403
1342,2019-01-03,佐賀市,C,154,154
1343,2019-01-03,佐賀市,D,22,22
1344,2019-01-03,佐賀市,E,1757,1757
1345,2019-01-03,佐賀市,F,271,271
1346,2019-01-03,佐賀市,G,362,362
1347,2019-01-03,佐賀市,H,894,894
1348,2019-01-03,佐賀市,I,61,61
1349,2019-01-03,佐賀市,J,1200,1200
1350,2019-01-03,長崎市,A,38,38
1351,2019-01-03,長崎市,B,40,40
1352,2019-01-03,長崎市,C,16,16
1353,2019-01-03,長崎市,D,1,1
1354,2019-01-03,長崎市,E,169,169
1355,2019-01-03,長崎市,F,27,27
1356,2019-01-03,長崎市,G,34,34
1357,2019-01-03,長崎市,H,84,84
1358,2019-01-03,長崎市,I,5,5
1359,2019-01-03,長崎市,J,115,115
1360,2019-01-03,熊本市,A,8,8
1361,2019-01-03,熊本市,B,8,8
1362,2019-01-03,熊本市,C,2,2
1363,2019-01-03,熊本市,D,0,0
1364,2019-01-03,熊本市,E,27,27
1365,2019-01-03,熊本市,F,5,5
1366,2019-01-03,熊本市,G,6,6
1367,2019-01-03,熊本市,H,15,15
1368,2019-01-03,熊本市,I,0,0
1369,2019-01-03,熊本市,J,19,19
1370,2019-01-03,大分市,A,47,47
1371,2019-01-03,大分市,B,46,46
1372,2019-01-03,大分市,C,17,17
1373,2019-01-03,大分市,D,1,1
1374,2019-01-03,大分市,E,200,200
1375,2019-01-03,大分市,F,31,31
1376,2019-01-03,大分市,G,41,41
1377,2019-01-03,大分市,H,103,103
1378,2019-01-03,大分市,I,5,5
1379,2019-01-03,大分市,J,135,135
1380,2019-01-03,宮崎市,A,0,0
1381,2019-01-03,宮崎市,B,1,1
1382,2019-01-03,宮崎市,C,2,2
1383,2019-01-03,宮崎市,D,0,0
1384,2019-01-03,宮崎市,E,8,8
1385,2019-01-03,宮崎市,F,1,1
1386,2019-01-03,宮崎市,G,3,3
1387,2019-01-03,宮崎市,H,5,5
1388,2019-01-03,宮崎市,I,1,1
1389,2019-01-03,宮崎市,J,6,6
1390,2019-01-03,鹿児島市,A,12,12
1391,2019-01-03,鹿児島市,B,12,12
1392,2019-01-03,鹿児島市,C,5,5
1393,2019-01-03,鹿児島市,D,2,2
1394,2019-01-03,鹿児島市,E,54,54
1395,2019-01-03,鹿児島市,F,8,8
1396,2019-01-03,鹿児島市,G,11,11
1397,2019-01-03,鹿児島市,H,28,28
1398,2019-01-03,鹿児島市,I,1,1
1399,2019-01-03,鹿児島市,J,38,38
1400,2019-01-03,那覇市,A,96,96
1401,2019-01-03,那覇市,B,95,95
1402,2019-01-03,那覇市,C,37,37
1403,2019-01-03,那覇市,D,4,4
1404,2019-01-03,那覇市,E,415,415
1405,2019-01-03,那覇市,F,65,65
1406,2019-01-03,那覇市,G,84,84
1407,2019-01-03,那覇市,H,210,210
1408,2019-01-03,那覇市,I,12,12
1409,2019-01-03,那覇市,J,284,284
1410,2019-01-04,札幌市,A,9,9
1411,2019-01-04,札幌市,B,7,7
1412,2019-01-04,札幌市,C,5,5
1413,2019-01-04,札幌市,D,1,1
1414,2019-01-04,札幌市,E,32,32
1415,2019-01-04,札幌市,F,5,5
1416,2019-01-04,札幌市,G,7,7
1417,2019-01-04,札幌市,H,18,18
1418,2019-01-04,札幌市,I,1,1
1419,2019-01-04,札幌市,J,23,23
1420,2019-01-04,青森市,A,25,25
1421,2019-01-04,青森市,B,24,24
1422,2019-01-04,青森市,C,11,11
1423,2019-01-04,青森市,D,1,1
1424,2019-01-04,青森市,E,101,101
1425,2019-01-04,青森市,F,18,18
1426,2019-01-04,青森市,G,21,21
1427,2019-01-04,青森市,H,51,51
1428,2019-01-04,青森市,I,2,2
1429,2019-01-04,青森市,J,69,69
1430,2019-01-04,盛岡市,A,0,0
1431,2019-01-04,盛岡市,B,0,0
1432,2019-01-04,盛岡市,C,1,1
1433,2019-01-04,盛岡市,D,0,0
1434,2019-01-04,盛岡市,E,0,0
1435,2019-01-04,盛岡市,F,0,0
1436,2019-01-04,盛岡市,G,0,0
1437,2019-01-04,盛岡市,H,0,0
1438,2019-01-04,盛岡市,I,0,0
1439,2019-01-04,盛岡市,J,0,0
1440,2019-01-04,仙台市,A,3,3
1441,2019-01-04,仙台市,B,3,3
1442,2019-01-04,仙台市,C,1,1
1443,2019-01-04,仙台市,D,2,2
1444,2019-01-04,仙台市,E,22,22
1445,2019-01-04,仙台市,F,1,1
1446,2019-01-04,仙台市,G,1,1
1447,2019-01-04,仙台市,H,13,13
1448,2019-01-04,仙台市,I,1,1
1449,2019-01-04,仙台市,J,13,13
1450,2019-01-04,秋田市,A,3,3
1451,2019-01-04,秋田市,B,2,2
1452,2019-01-04,秋田市,C,2,2
1453,2019-01-04,秋田市,D,0,0
1454,2019-01-04,秋田市,E,8,8
1455,2019-01-04,秋田市,F,2,2
1456,2019-01-04,秋田市,G,0,0
1457,2019-01-04,秋田市,H,4,4
1458,2019-01-04,秋田市,I,0,0
1459,2019-01-04,秋田市,J,5,5
1460,2019-01-04,山形市,A,0,0
1461,2019-01-04,山形市,B,0,0
1462,2019-01-04,山形市,C,0,0
1463,2019-01-04,山形市,D,0,0
1464,2019-01-04,山形市,E,5,5
1465,2019-01-04,山形市,F,0,0
1466,2019-01-04,山形市,G,1,1
1467,2019-01-04,山形市,H,3,3
1468,2019-01-04,山形市,I,0,0
1469,2019-01-04,山形市,J,5,5
1470,2019-01-04,福島市,A,3,3
1471,2019-01-04,福島市,B,3,3
1472,2019-01-04,福島市,C,0,0
1473,2019-01-04,福島市,D,1,1
1474,2019-01-04,福島市,E,13,13
1475,2019-01-04,福島市,F,0,0
1476,2019-01-04,福島市,G,3,3
1477,2019-01-04,福島市,H,5,5
1478,2019-01-04,福島市,I,0,0
1479,2019-01-04,福島市,J,8,8
1480,2019-01-04,水戸市,A,4,4
1481,2019-01-04,水戸市,B,4,4
1482,2019-01-04,水戸市,C,2,2
1483,2019-01-04,水戸市,D,2,2
1484,2019-01-04,水戸市,E,25,25
1485,2019-01-04,水戸市,F,3,3
1486,2019-01-04,水戸市,G,5,5
1487,2019-01-04,水戸市,H,13,13
1488,2019-01-04,水戸市,I,2,2
1489,2019-01-04,水戸市,J,20,20
1490,2019-01-04,宇都宮市,A,7,7
1491,2019-01-04,宇都宮市,B,7,7
1492,2019-01-04,宇都宮市,C,2,2
1493,2019-01-04,宇都宮市,D,1,1
1494,2019-01-04,宇都宮市,E,32,32
1495,2019-01-04,宇都宮市,F,5,5
1496,2019-01-04,宇都宮市,G,6,6
1497,2019-01-04,宇都宮市,H,17,17
1498,2019-01-04,宇都宮市,I,1,1
1499,2019-01-04,宇都宮市,J,21,21
1500,2019-01-04,前橋市,A,14,14
1501,2019-01-04,前橋市,B,10,10
1502,2019-01-04,前橋市,C,4,4
1503,2019-01-04,前橋市,D,0,0
1504,2019-01-04,前橋市,E,52,52
1505,2019-01-04,前橋市,F,10,10
1506,2019-01-04,前橋市,G,11,11
1507,2019-01-04,前橋市,H,26,26
1508,2019-01-04,前橋市,I,0,0
1509,2019-01-04,前橋市,J,36,36
1510,2019-01-04,さいたま市,A,8,8
1511,2019-01-04,さいたま市,B,7,7
1512,2019-01-04,さいたま市,C,2,2
1513,2019-01-04,さいたま市,D,1,1
1514,2019-01-04,さいたま市,E,35,35
1515,2019-01-04,さいたま市,F,5,5
1516,2019-01-04,さいたま市,G,5,5
1517,2019-01-04,さいたま市,H,17,17
1518,2019-01-04,さいたま市,I,1,1
1519,2019-01-04,さいたま市,J,23,23
1520,2019-01-04,千葉市,A,21,21
1521,2019-01-04,千葉市,B,20,20
1522,2019-01-04,千葉市,C,8,8
1523,2019-01-04,千葉市,D,1,1
1524,2019-01-04,千葉市,E,90,90
1525,2019-01-04,千葉市,F,13,13
1526,2019-01-04,千葉市,G,18,18
1527,2019-01-04,千葉市,H,46,46
1528,2019-01-04,千葉市,I,5,5
1529,2019-01-04,千葉市,J,62,62
1530,2019-01-04,新宿区,A,1,1
1531,2019-01-04,新宿区,B,5,5
1532,2019-01-04,新宿区,C,1,1
1533,2019-01-04,新宿区,D,0,0
1534,2019-01-04,新宿区,E,13,13
1535,2019-01-04,新宿区,F,2,2
1536,2019-01-04,新宿区,G,3,3
1537,2019-01-04,新宿区,H,6,6
1538,2019-01-04,新宿区,I,0,0
1539,2019-01-04,新宿区,J,10,10
1540,2019-01-04,横浜市,A,55,55
1541,2019-01-04,横浜市,B,52,52
1542,2019-01-04,横浜市,C,21,21
1543,2019-01-04,横浜市,D,3,3
1544,2019-01-04,横浜市,E,229,229
1545,2019-01-04,横浜市,F,35,35
1546,2019-01-04,横浜市,G,47,47
1547,2019-01-04,横浜市,H,116,116
1548,2019-01-04,横浜市,I,6,6
1549,2019-01-04,横浜市,J,155,155
1550,2019-01-04,新潟市,A,0,0
1551,2019-01-04,新潟市,B,1,1
1552,2019-01-04,新潟市,C,0,0
1553,2019-01-04,新潟市,D,0,0
1554,2019-01-04,新潟市,E,1,1
1555,2019-01-04,新潟市,F,0,0
1556,2019-01-04,新潟市,G,1,1
1557,2019-01-04,新潟市,H,0,0
1558,2019-01-04,新潟市,I,0,0
1559,2019-01-04,新潟市,J,1,1
1560,2019-01-04,富山市,A,20,20
1561,2019-01-04,富山市,B,19,19
1562,2019-01-04,富山市,C,6,6
1563,2019-01-04,富山市,D,0,0
1564,2019-01-04,富山市,E,86,86
1565,2019-01-04,富山市,F,12,12
1566,2019-01-04,富山市,G,17,17
1567,2019-01-04,富山市,H,42,42
1568,2019-01-04,富山市,I,3,3
1569,2019-01-04,富山市,J,58,58
1570,2019-01-04,金沢市,A,7,7
1571,2019-01-04,金沢市,B,6,6
1572,2019-01-04,金沢市,C,4,4
1573,2019-01-04,金沢市,D,0,0
1574,2019-01-04,金沢市,E,33,33
1575,2019-01-04,金沢市,F,4,4
1576,2019-01-04,金沢市,G,6,6
1577,2019-01-04,金沢市,H,17,17
1578,2019-01-04,金沢市,I,0,0
1579,2019-01-04,金沢市,J,22,22
1580,2019-01-04,福井市,A,14,14
1581,2019-01-04,福井市,B,12,12
1582,2019-01-04,福井市,C,3,3
1583,2019-01-04,福井市,D,1,1
1584,2019-01-04,福井市,E,56,56
1585,2019-01-04,福井市,F,7,7
1586,2019-01-04,福井市,G,10,10
1587,2019-01-04,福井市,H,28,28
1588,2019-01-04,福井市,I,1,1
1589,2019-01-04,福井市,J,38,38
1590,2019-01-04,甲府市,A,1,1
1591,2019-01-04,甲府市,B,3,3
1592,2019-01-04,甲府市,C,1,1
1593,2019-01-04,甲府市,D,0,0
1594,2019-01-04,甲府市,E,9,9
1595,2019-01-04,甲府市,F,0,0
1596,2019-01-04,甲府市,G,0,0
1597,2019-01-04,甲府市,H,4,4
1598,2019-01-04,甲府市,I,1,1
1599,2019-01-04,甲府市,J,5,5
1600,2019-01-04,長野市,A,2,2
1601,2019-01-04,長野市,B,2,2
1602,2019-01-04,長野市,C,0,0
1603,2019-01-04,長野市,D,0,0
1604,2019-01-04,長野市,E,11,11
1605,2019-01-04,長野市,F,3,3
1606,2019-01-04,長野市,G,4,4
1607,2019-01-04,長野市,H,6,6
1608,2019-01-04,長野市,I,0,0
1609,2019-01-04,長野市,J,7,7
1610,2019-01-04,岐阜市,A,35,35
1611,2019-01-04,岐阜市,B,33,33
1612,2019-01-04,岐阜市,C,11,11
1613,2019-01-04,岐阜市,D,0,0
1614,2019-01-04,岐阜市,E,147,147
1615,2019-01-04,岐阜市,F,22,22
1616,2019-01-04,岐阜市,G,30,30
1617,2019-01-04,岐阜市,H,75,75
1618,2019-01-04,岐阜市,I,6,6
1619,2019-01-04,岐阜市,J,100,100
1620,2019-01-04,静岡市,A,145,145
1621,2019-01-04,静岡市,B,141,141
1622,2019-01-04,静岡市,C,55,55
1623,2019-01-04,静岡市,D,6,6
1624,2019-01-04,静岡市,E,615,615
1625,2019-01-04,静岡市,F,97,97
1626,2019-01-04,静岡市,G,126,126
1627,2019-01-04,静岡市,H,312,312
1628,2019-01-04,静岡市,I,20,20
1629,2019-01-04,静岡市,J,418,418
1630,2019-01-04,名古屋市,A,4,4
1631,2019-01-04,名古屋市,B,4,4
1632,2019-01-04,名古屋市,C,1,1
1633,2019-01-04,名古屋市,D,1,1
1634,2019-01-04,名古屋市,E,21,21
1635,2019-01-04,名古屋市,F,3,3
1636,2019-01-04,名古屋市,G,5,5
1637,2019-01-04,名古屋市,H,11,11
1638,2019-01-04,名古屋市,I,1,1
1639,2019-01-04,名古屋市,J,17,17
1640,2019-01-04,津市,A,20,20
1641,2019-01-04,津市,B,20,20
1642,2019-01-04,津市,C,7,7
1643,2019-01-04,津市,D,0,0
1644,2019-01-04,津市,E,92,92
1645,2019-01-04,津市,F,14,14
1646,2019-01-04,津市,G,20,20
1647,2019-01-04,津市,H,49,49
1648,2019-01-04,津市,I,3,3
1649,2019-01-04,津市,J,61,61
1650,2019-01-04,大津市,A,54,54
1651,2019-01-04,大津市,B,51,51
1652,2019-01-04,大津市,C,19,19
1653,2019-01-04,大津市,D,3,3
1654,2019-01-04,大津市,E,225,225
1655,2019-01-04,大津市,F,34,34
1656,2019-01-04,大津市,G,45,45
1657,2019-01-04,大津市,H,115,115
1658,2019-01-04,大津市,I,8,8
1659,2019-01-04,大津市,J,152,152
1660,2019-01-04,京都市,A,59,59
1661,2019-01-04,京都市,B,59,59
1662,2019-01-04,京都市,C,21,21
1663,2019-01-04,京都市,D,2,2
1664,2019-01-04,京都市,E,255,255
1665,2019-01-04,京都市,F,39,39
1666,2019-01-04,京都市,G,53,53
1667,2019-01-04,京都市,H,130,130
1668,2019-01-04,京都市,I,9,9
1669,2019-01-04,京都市,J,175,175
1670,2019-01-04,大阪市,A,0,0
1671,2019-01-04,大阪市,B,1,1
1672,2019-01-04,大阪市,C,0,0
1673,2019-01-04,大阪市,D,0,0
1674,2019-01-04,大阪市,E,5,5
1675,2019-01-04,大阪市,F,0,0
1676,2019-01-04,大阪市,G,0,0
1677,2019-01-04,大阪市,H,3,3
1678,2019-01-04,大阪市,I,1,1
1679,2019-01-04,大阪市,J,4,4
1680,2019-01-04,神戸市,A,0,0
1681,2019-01-04,神戸市,B,0,0
1682,2019-01-04,神戸市,C,2,2
1683,2019-01-04,神戸市,D,0,0
1684,2019-01-04,神戸市,E,2,2
1685,2019-01-04,神戸市,F,0,0
1686,2019-01-04,神戸市,G,1,1
1687,2019-01-04,神戸市,H,1,1
1688,2019-01-04,神戸市,I,0,0
1689,2019-01-04,神戸市,J,1,1
1690,2019-01-04,奈良市,A,3,3
1691,2019-01-04,奈良市,B,2,2
1692,2019-01-04,奈良市,C,0,0
1693,2019-01-04,奈良市,D,0,0
1694,2019-01-04,奈良市,E,11,11
1695,2019-01-04,奈良市,F,1,1
1696,2019-01-04,奈良市,G,2,2
1697,2019-01-04,奈良市,H,6,6
1698,2019-01-04,奈良市,I,0,0
1699,2019-01-04,奈良市,J,7,7
1700,2019-01-04,和歌山市,A,53,53
1701,2019-01-04,和歌山市,B,52,52
1702,2019-01-04,和歌山市,C,20,20
1703,2019-01-04,和歌山市,D,2,2
1704,2019-01-04,和歌山市,E,226,226
1705,2019-01-04,和歌山市,F,34,34
1706,2019-01-04,和歌山市,G,46,46
1707,2019-01-04,和歌山市,H,116,116
1708,2019-01-04,和歌山市,I,8,8
1709,2019-01-04,和歌山市,J,155,155
1710,2019-01-04,鳥取市,A,0,0
1711,2019-01-04,鳥取市,B,0,0
1712,2019-01-04,鳥取市,C,0,0
1713,2019-01-04,鳥取市,D,0,0
1714,2019-01-04,鳥取市,E,6,6
1715,2019-01-04,鳥取市,F,0,0
1716,2019-01-04,鳥取市,G,1,1
1717,2019-01-04,鳥取市,H,1,1
1718,2019-01-04,鳥取市,I,1,1
1719,2019-01-04,鳥取市,J,5,5
1720,2019-01-04,松江市,A,8,8
1721,2019-01-04,松江市,B,8,8
1722,2019-01-04,松江市,C,2,2
1723,2019-01-04,松江市,D,1,1
1724,2019-01-04,松江市,E,34,34
1725,2019-01-04,松江市,F,4,4
1726,2019-01-04,松江市,G,7,7
1727,2019-01-04,松江市,H,16,16
1728,2019-01-04,松江市,I,1,1
1729,2019-01-04,松江市,J,24,24
1730,2019-01-04,岡山市,A,118,118
1731,2019-01-04,岡山市,B,115,115
1732,2019-01-04,岡山市,C,46,46
1733,2019-01-04,岡山市,D,5,5
1734,2019-01-04,岡山市,E,506,506
1735,2019-01-04,岡山市,F,79,79
1736,2019-01-04,岡山市,G,104,104
1737,2019-01-04,岡山市,H,258,258
1738,2019-01-04,岡山市,I,17,17
1739,2019-01-04,岡山市,J,345,345
1740,2019-01-04,広島市,A,12,12
1741,2019-01-04,広島市,B,12,12
1742,2019-01-04,広島市,C,3,3
1743,2019-01-04,広島市,D,1,1
1744,2019-01-04,広島市,E,53,53
1745,2019-01-04,広島市,F,7,7
1746,2019-01-04,広島市,G,9,9
1747,2019-01-04,広島市,H,25,25
1748,2019-01-04,広島市,I,0,0
1749,2019-01-04,広島市,J,36,36
1750,2019-01-04,山口市,A,21,21
1751,2019-01-04,山口市,B,23,23
1752,2019-01-04,山口市,C,9,9
1753,2019-01-04,山口市,D,0,0
1754,2019-01-04,山口市,E,92,92
1755,2019-01-04,山口市,F,14,14
1756,2019-01-04,山口市,G,20,20
1757,2019-01-04,山口市,H,48,48
1758,2019-01-04,山口市,I,4,4
1759,2019-01-04,山口市,J,62,62
1760,2019-01-04,徳島市,A,7,7
1761,2019-01-04,徳島市,B,4,4
1762,2019-01-04,徳島市,C,2,2
1763,2019-01-04,徳島市,D,0,0
1764,2019-01-04,徳島市,E,22,22
1765,2019-01-04,徳島市,F,3,3
1766,2019-01-04,徳島市,G,3,3
1767,2019-01-04,徳島市,H,12,12
1768,2019-01-04,徳島市,I,1,1
1769,2019-01-04,徳島市,J,15,15
1770,2019-01-04,高松市,A,22,22
1771,2019-01-04,高松市,B,21,21
1772,2019-01-04,高松市,C,9,9
1773,2019-01-04,高松市,D,0,0
1774,2019-01-04,高松市,E,91,91
1775,2019-01-04,高松市,F,15,15
1776,2019-01-04,高松市,G,18,18
1777,2019-01-04,高松市,H,45,45
1778,2019-01-04,高松市,I,4,4
1779,2019-01-04,高松市,J,62,62
1780,2019-01-04,松山市,A,41,41
1781,2019-01-04,松山市,B,41,41
1782,2019-01-04,松山市,C,16,16
1783,2019-01-04,松山市,D,3,3
1784,2019-01-04,松山市,E,174,174
1785,2019-01-04,松山市,F,28,28
1786,2019-01-04,松山市,G,34,34
1787,2019-01-04,松山市,H,88,88
1788,2019-01-04,松山市,I,7,7
1789,2019-01-04,松山市,J,118,118
1790,2019-01-04,高知市,A,0,0
1791,2019-01-04,高知市,B,0,0
1792,2019-01-04,高知市,C,0,0
1793,2019-01-04,高知市,D,1,1
1794,2019-01-04,高知市,E,2,2
1795,2019-01-04,高知市,F,0,0
1796,2019-01-04,高知市,G,0,0
1797,2019-01-04,高知市,H,1,1
1798,2019-01-04,高知市,I,1,1
1799,2019-01-04,高知市,J,0,0
1800,2019-01-04,福岡市,A,28,28
1801,2019-01-04,福岡市,B,25,25
1802,2019-01-04,福岡市,C,10,10
1803,2019-01-04,福岡市,D,0,0
1804,2019-01-04,福岡市,E,116,116
1805,2019-01-04,福岡市,F,17,17
1806,2019-01-04,福岡市,G,25,25
1807,2019-01-04,福岡市,H,61,61
1808,2019-01-04,福岡市,I,4,4
1809,2019-01-04,福岡市,J,80,80
1810,2019-01-04,佐賀市,A,283,283
1811,2019-01-04,佐賀市,B,276,276
1812,2019-01-04,佐賀市,C,107,107
1813,2019-01-04,佐賀市,D,15,15
1814,2019-01-04,佐賀市,E,1218,1218
1815,2019-01-04,佐賀市,F,188,188
1816,2019-01-04,佐賀市,G,249,249
1817,2019-01-04,佐賀市,H,620,620
1818,2019-01-04,佐賀市,I,43,43
1819,2019-01-04,佐賀市,J,831,831
1820,2019-01-04,長崎市,A,27,27
1821,2019-01-04,長崎市,B,26,26
1822,2019-01-04,長崎市,C,10,10
1823,2019-01-04,長崎市,D,1,1
1824,2019-01-04,長崎市,E,114,114
1825,2019-01-04,長崎市,F,19,19
1826,2019-01-04,長崎市,G,24,24
1827,2019-01-04,長崎市,H,59,59
1828,2019-01-04,長崎市,I,3,3
1829,2019-01-04,長崎市,J,80,80
1830,2019-01-04,熊本市,A,5,5
1831,2019-01-04,熊本市,B,3,3
1832,2019-01-04,熊本市,C,2,2
1833,2019-01-04,熊本市,D,0,0
1834,2019-01-04,熊本市,E,18,18
1835,2019-01-04,熊本市,F,3,3
1836,2019-01-04,熊本市,G,3,3
1837,2019-01-04,熊本市,H,9,9
1838,2019-01-04,熊本市,I,0,0
1839,2019-01-04,熊本市,J,13,13
1840,2019-01-04,大分市,A,32,32
1841,2019-01-04,大分市,B,32,32
1842,2019-01-04,大分市,C,12,12
1843,2019-01-04,大分市,D,3,3
1844,2019-01-04,大分市,E,139,139
1845,2019-01-04,大分市,F,22,22
1846,2019-01-04,大分市,G,29,29
1847,2019-01-04,大分市,H,71,71
1848,2019-01-04,大分市,I,5,5
1849,2019-01-04,大分市,J,95,95
1850,2019-01-04,宮崎市,A,0,0
1851,2019-01-04,宮崎市,B,0,0
1852,2019-01-04,宮崎市,C,0,0
1853,2019-01-04,宮崎市,D,0,0
1854,2019-01-04,宮崎市,E,5,5
1855,2019-01-04,宮崎市,F,0,0
1856,2019-01-04,宮崎市,G,0,0
1857,2019-01-04,宮崎市,H,4,4
1858,2019-01-04,宮崎市,I,0,0
1859,2019-01-04,宮崎市,J,2,2
1860,2019-01-04,鹿児島市,A,9,9
1861,2019-01-04,鹿児島市,B,8,8
1862,2019-01-04,鹿児島市,C,2,2
1863,2019-01-04,鹿児島市,D,1,1
1864,2019-01-04,鹿児島市,E,39,39
1865,2019-01-04,鹿児島市,F,6,6
1866,2019-01-04,鹿児島市,G,7,7
1867,2019-01-04,鹿児島市,H,20,20
1868,2019-01-04,鹿児島市,I,1,1
1869,2019-01-04,鹿児島市,J,26,26
1870,2019-01-04,那覇市,A,66,66
1871,2019-01-04,那覇市,B,67,67
1872,2019-01-04,那覇市,C,22,22
1873,2019-01-04,那覇市,D,2,2
1874,2019-01-04,那覇市,E,285,285
1875,2019-01-04,那覇市,F,43,43
1876,2019-01-04,那覇市,G,58,58
1877,2019-01-04,那覇市,H,145,145
1878,2019-01-04,那覇市,I,9,9
1879,2019-01-04,那覇市,J,195,195
1880,2019-01-05,札幌市,A,14,14
1881,2019-01-05,札幌市,B,13,13
1882,2019-01-05,札幌市,C,5,5
1883,2019-01-05,札幌市,D,0,0
1884,2019-01-05,札幌市,E,58,58
1885,2019-01-05,札幌市,F,9,9
1886,2019-01-05,札幌市,G,11,11
1887,2019-01-05,札幌市,H,31,31
1888,2019-01-05,札幌市,I,1,1
1889,2019-01-05,札幌市,J,40,40
1890,2019-01-05,青森市,A,38,38
1891,2019-01-05,青森市,B,39,39
1892,2019-01-05,青森市,C,14,14
1893,2019-01-05,青森市,D,3,3
1894,2019-01-05,青森市,E,174,174
1895,2019-01-05,青森市,F,27,27
1896,2019-01-05,青森市,G,36,36
1897,2019-01-05,青森市,H,87,87
1898,2019-01-05,青森市,I,4,4
1899,2019-01-05,青森市,J,119,119
1900,2019-01-05,盛岡市,A,0,0
1901,2019-01-05,盛岡市,B,0,0
1902,2019-01-05,盛岡市,C,0,0
1903,2019-01-05,盛岡市,D,0,0
1904,2019-01-05,盛岡市,E,0,0
1905,2019-01-05,盛岡市,F,0,0
1906,2019-01-05,盛岡市,G,0,0
1907,2019-01-05,盛岡市,H,0,0
1908,2019-01-05,盛岡市,I,0,0
1909,2019-01-05,盛岡市,J,0,0
1910,2019-01-05,仙台市,A,7,7
1911,2019-01-05,仙台市,B,9,9
1912,2019-01-05,仙台市,C,4,4
1913,2019-01-05,仙台市,D,0,0
1914,2019-01-05,仙台市,E,36,36
1915,2019-01-05,仙台市,F,7,7
1916,2019-01-05,仙台市,G,7,7
1917,2019-01-05,仙台市,H,20,20
1918,2019-01-05,仙台市,I,2,2
1919,2019-01-05,仙台市,J,25,25
1920,2019-01-05,秋田市,A,2,2
1921,2019-01-05,秋田市,B,2,2
1922,2019-01-05,秋田市,C,2,2
1923,2019-01-05,秋田市,D,0,0
1924,2019-01-05,秋田市,E,14,14
1925,2019-01-05,秋田市,F,1,1
1926,2019-01-05,秋田市,G,4,4
1927,2019-01-05,秋田市,H,7,7
1928,2019-01-05,秋田市,I,0,0
1929,2019-01-05,秋田市,J,9,9
1930,2019-01-05,山形市,A,2,2
1931,2019-01-05,山形市,B,3,3
1932,2019-01-05,山形市,C,2,2
1933,2019-01-05,山形市,D,0,0
1934,2019-01-05,山形市,E,9,9
1935,2019-01-05,山形市,F,0,0
1936,2019-01-05,山形市,G,1,1
1937,2019-01-05,山形市,H,3,3
1938,2019-01-05,山形市,I,0,0
1939,2019-01-05,山形市,J,6,6
1940,2019-01-05,福島市,A,4,4
1941,2019-01-05,福島市,B,3,3
1942,2019-01-05,福島市,C,2,2
1943,2019-01-05,福島市,D,1,1
1944,2019-01-05,福島市,E,21,21
1945,2019-01-05,福島市,F,0,0
1946,2019-01-05,福島市,G,1,1
1947,2019-01-05,福島市,H,9,9
1948,2019-01-05,福島市,I,1,1
1949,2019-01-05,福島市,J,14,14
1950,2019-01-05,水戸市,A,11,11
1951,2019-01-05,水戸市,B,10,10
1952,2019-01-05,水戸市,C,4,4
1953,2019-01-05,水戸市,D,0,0
1954,2019-01-05,水戸市,E,43,43
1955,2019-01-05,水戸市,F,5,5
1956,2019-01-05,水戸市,G,12,12
1957,2019-01-05,水戸市,H,22,22
1958,2019-01-05,水戸市,I,2,2
1959,2019-01-05,水戸市,J,30,30
1960,2019-01-05,宇都宮市,A,13,13
1961,2019-01-05,宇都宮市,B,12,12
1962,2019-01-05,宇都宮市,C,5,5
1963,2019-01-05,宇都宮市,D,2,2
1964,2019-01-05,宇都宮市,E,53,53
1965,2019-01-05,宇都宮市,F,7,7
1966,2019-01-05,宇都宮市,G,10,10
1967,2019-01-05,宇都宮市,H,26,26
1968,2019-01-05,宇都宮市,I,0,0
1969,2019-01-05,宇都宮市,J,36,36
1970,2019-01-05,前橋市,A,21,21
1971,2019-01-05,前橋市,B,21,21
1972,2019-01-05,前橋市,C,9,9
1973,2019-01-05,前橋市,D,0,0
1974,2019-01-05,前橋市,E,89,89
1975,2019-01-05,前橋市,F,13,13
1976,2019-01-05,前橋市,G,18,18
1977,2019-01-05,前橋市,H,45,45
1978,2019-01-05,前橋市,I,3,3
1979,2019-01-05,前橋市,J,60,60
1980,2019-01-05,さいたま市,A,12,12
1981,2019-01-05,さいたま市,B,14,14
1982,2019-01-05,さいたま市,C,5,5
1983,2019-01-05,さいたま市,D,0,0
1984,2019-01-05,さいたま市,E,56,56
1985,2019-01-05,さいたま市,F,9,9
1986,2019-01-05,さいたま市,G,10,10
1987,2019-01-05,さいたま市,H,30,30
1988,2019-01-05,さいたま市,I,3,3
1989,2019-01-05,さいたま市,J,40,40
1990,2019-01-05,千葉市,A,36,36
1991,2019-01-05,千葉市,B,35,35
1992,2019-01-05,千葉市,C,12,12
1993,2019-01-05,千葉市,D,2,2
1994,2019-01-05,千葉市,E,149,149
1995,2019-01-05,千葉市,F,24,24
1996,2019-01-05,千葉市,G,31,31
1997,2019-01-05,千葉市,H,77,77
1998,2019-01-05,千葉市,I,6,6
1999,2019-01-05,千葉市,J,102,102
2000,2019-01-05,新宿区,A,3,3
2001,2019-01-05,新宿区,B,6,6
2002,2019-01-05,新宿区,C,2,2
2003,2019-01-05,新宿区,D,0,0
2004,2019-01-05,新宿区,E,21,21
2005,2019-01-05,新宿区,F,3,3
