,date,cust,prod,demand
5737,2019-02-17,DC_高松市,H,1.0
5738,2019-02-17,DC_高松市,I,4.0
5739,2019-02-17,DC_高松市,J,1.0
5740,2019-02-17,DC_札幌市,A,1.0
5741,2019-02-17,DC_札幌市,B,1.0
5742,2019-02-17,DC_札幌市,C,0.0
5743,2019-02-17,DC_札幌市,D,0.0
5744,2019-02-17,DC_札幌市,E,0.0
5745,2019-02-17,DC_札幌市,F,0.0
5746,2019-02-17,DC_札幌市,G,1.0
5747,2019-02-17,DC_札幌市,H,0.0
5748,2019-02-17,DC_札幌市,I,0.0
5749,2019-02-17,DC_札幌市,J,0.0
5750,2019-02-17,DC_盛岡市,A,2.0
5751,2019-02-17,DC_盛岡市,B,0.0
5752,2019-02-17,DC_盛岡市,C,2.0
5753,2019-02-17,DC_盛岡市,D,0.0
5754,2019-02-17,DC_盛岡市,E,1.0
5755,2019-02-17,DC_盛岡市,F,2.0
5756,2019-02-17,DC_盛岡市,G,8.0
5757,2019-02-17,DC_盛岡市,H,0.0
5758,2019-02-17,DC_盛岡市,I,0.0
5759,2019-02-17,DC_盛岡市,J,1.0
5760,2019-02-18,DC_さいたま市,A,0.0
5761,2019-02-18,Plnt_Odawara,A,2.0
5762,2019-02-18,DC_さいたま市,B,1.0
5763,2019-02-18,Plnt_Odawara,B,3.0
5764,2019-02-18,DC_さいたま市,C,4.0
5765,2019-02-18,Plnt_Odawara,C,5.0
5766,2019-02-18,DC_さいたま市,D,3.0
5767,2019-02-18,Plnt_Odawara,D,5.0
5768,2019-02-18,DC_さいたま市,E,1.0
5769,2019-02-18,Plnt_Odawara,E,2.0
5770,2019-02-18,DC_さいたま市,F,2.0
5771,2019-02-18,Plnt_Chiba,F,6.37952379972424
5772,2019-02-18,DC_さいたま市,G,3.0
5773,2019-02-18,Plnt_Chiba,G,3.0
5774,2019-02-18,DC_さいたま市,H,4.0
5775,2019-02-18,Plnt_Chiba,H,4.0
5776,2019-02-18,DC_さいたま市,I,3.0
5777,2019-02-18,Plnt_Chiba,I,3.0
5778,2019-02-18,DC_さいたま市,J,3.0
5779,2019-02-18,Plnt_Chiba,J,6.0
5780,2019-02-18,DC_大津市,A,2.0
5781,2019-02-18,Plnt_Osaka,A,2.0
5782,2019-02-18,DC_大津市,B,2.0
5783,2019-02-18,Plnt_Osaka,B,7.0
5784,2019-02-18,DC_大津市,C,1.0
5785,2019-02-18,Plnt_Osaka,C,3.0
5786,2019-02-18,DC_大津市,D,1.0
5787,2019-02-18,Plnt_Osaka,D,5.0
5788,2019-02-18,DC_大津市,E,1.0
5789,2019-02-18,Plnt_Osaka,E,4.0
5790,2019-02-18,DC_大津市,F,4.0
5791,2019-02-18,Plnt_Odawara,F,4.62047620027576
5792,2019-02-18,DC_大津市,G,1.0
5793,2019-02-18,Plnt_Odawara,G,4.0
5794,2019-02-18,DC_大津市,H,5.0
5795,2019-02-18,Plnt_Odawara,H,8.0
5796,2019-02-18,DC_大津市,I,2.0
5797,2019-02-18,Plnt_Odawara,I,6.0
5798,2019-02-18,DC_大津市,J,1.0
5799,2019-02-18,Plnt_Odawara,J,3.0
5800,2019-02-18,DC_山形市,A,1.0
5801,2019-02-18,DC_山形市,B,1.0
5802,2019-02-18,DC_山形市,C,0.0
5803,2019-02-18,DC_山形市,D,1.0
5804,2019-02-18,DC_山形市,E,1.0
5805,2019-02-18,DC_山形市,F,0.0
5806,2019-02-18,DC_山形市,G,0.0
5807,2019-02-18,DC_山形市,H,0.0
5808,2019-02-18,DC_山形市,I,0.0
5809,2019-02-18,DC_山形市,J,2.0
5810,2019-02-18,DC_福岡市,A,0.0
5811,2019-02-18,DC_福岡市,B,0.0
5812,2019-02-18,DC_福岡市,C,0.0
5813,2019-02-18,DC_福岡市,D,0.0
5814,2019-02-18,DC_福岡市,E,1.0
5815,2019-02-18,DC_福岡市,F,1.0
5816,2019-02-18,DC_福岡市,G,0.0
5817,2019-02-18,DC_福岡市,H,0.0
5818,2019-02-18,DC_福岡市,I,1.0
5819,2019-02-18,DC_福岡市,J,0.0
5820,2019-02-18,DC_岐阜市,A,0.0
5821,2019-02-18,DC_岐阜市,B,2.0
5822,2019-02-18,DC_岐阜市,C,2.0
5823,2019-02-18,DC_岐阜市,D,2.0
5824,2019-02-18,DC_岐阜市,E,0.0
5825,2019-02-18,DC_岐阜市,F,1.0
5826,2019-02-18,DC_岐阜市,G,2.0
5827,2019-02-18,DC_岐阜市,H,1.0
5828,2019-02-18,DC_岐阜市,I,0.0
5829,2019-02-18,DC_岐阜市,J,1.0
5830,2019-02-18,DC_熊本市,A,0.0
5831,2019-02-18,DC_熊本市,B,0.0
5832,2019-02-18,DC_熊本市,C,0.0
5833,2019-02-18,DC_熊本市,D,1.0
5834,2019-02-18,DC_熊本市,E,0.0
5835,2019-02-18,DC_熊本市,F,1.0
5836,2019-02-18,DC_熊本市,G,0.0
5837,2019-02-18,DC_熊本市,H,2.0
5838,2019-02-18,DC_熊本市,I,2.0
5839,2019-02-18,DC_熊本市,J,0.0
5840,2019-02-18,DC_宮崎市,A,0.0
5841,2019-02-18,DC_宮崎市,B,1.0
5842,2019-02-18,DC_宮崎市,C,0.0
5843,2019-02-18,DC_宮崎市,D,1.0
5844,2019-02-18,DC_宮崎市,E,0.0
5845,2019-02-18,DC_宮崎市,F,0.0
5846,2019-02-18,DC_宮崎市,G,0.0
5847,2019-02-18,DC_宮崎市,H,0.0
5848,2019-02-18,DC_宮崎市,I,0.0
5849,2019-02-18,DC_宮崎市,J,1.0
5850,2019-02-18,DC_高松市,A,0.0
5851,2019-02-18,DC_高松市,B,2.0
5852,2019-02-18,DC_高松市,C,0.0
5853,2019-02-18,DC_高松市,D,0.0
5854,2019-02-18,DC_高松市,E,2.0
5855,2019-02-18,DC_高松市,F,0.0
5856,2019-02-18,DC_高松市,G,1.0
5857,2019-02-18,DC_高松市,H,0.0
5858,2019-02-18,DC_高松市,I,1.0
5859,2019-02-18,DC_高松市,J,0.0
5860,2019-02-18,DC_札幌市,A,1.0
5861,2019-02-18,DC_札幌市,B,1.0
5862,2019-02-18,DC_札幌市,C,0.0
5863,2019-02-18,DC_札幌市,D,0.0
5864,2019-02-18,DC_札幌市,E,0.0
5865,2019-02-18,DC_札幌市,F,1.0
5866,2019-02-18,DC_札幌市,G,0.0
5867,2019-02-18,DC_札幌市,H,0.0
5868,2019-02-18,DC_札幌市,I,0.0
5869,2019-02-18,DC_札幌市,J,1.0
5870,2019-02-18,DC_盛岡市,A,0.0
5871,2019-02-18,DC_盛岡市,B,0.0
5872,2019-02-18,DC_盛岡市,C,1.0
5873,2019-02-18,DC_盛岡市,D,1.0
5874,2019-02-18,DC_盛岡市,E,0.0
5875,2019-02-18,DC_盛岡市,F,1.0
5876,2019-02-18,DC_盛岡市,G,0.0
5877,2019-02-18,DC_盛岡市,H,0.0
5878,2019-02-18,DC_盛岡市,I,0.0
5879,2019-02-18,DC_盛岡市,J,0.0
5880,2019-02-19,DC_さいたま市,A,6.0
5881,2019-02-19,Plnt_Odawara,A,11.0
5882,2019-02-19,DC_さいたま市,B,18.0
5883,2019-02-19,Plnt_Odawara,B,29.0
5884,2019-02-19,DC_さいたま市,C,13.0
5885,2019-02-19,Plnt_Odawara,C,29.0
5886,2019-02-19,DC_さいたま市,D,2.0
5887,2019-02-19,Plnt_Odawara,D,5.0
5888,2019-02-19,DC_さいたま市,E,12.0
5889,2019-02-19,Plnt_Odawara,E,19.0
5890,2019-02-19,DC_さいたま市,F,11.0
5891,2019-02-19,Plnt_Chiba,F,48.69130944786286
5892,2019-02-19,DC_さいたま市,G,56.0
5893,2019-02-19,Plnt_Chiba,G,117.0
5894,2019-02-19,DC_さいたま市,H,4.0
5895,2019-02-19,Plnt_Chiba,H,11.0
5896,2019-02-19,DC_さいたま市,I,19.0
5897,2019-02-19,Plnt_Chiba,I,41.0
5898,2019-02-19,DC_さいたま市,J,3.0
5899,2019-02-19,Plnt_Chiba,J,3.0
5900,2019-02-19,DC_大津市,A,15.0
5901,2019-02-19,Plnt_Osaka,A,34.0
5902,2019-02-19,DC_大津市,B,61.0
5903,2019-02-19,Plnt_Osaka,B,162.0
5904,2019-02-19,DC_大津市,C,58.0
5905,2019-02-19,Plnt_Osaka,C,143.0
5906,2019-02-19,DC_大津市,D,13.0
5907,2019-02-19,Plnt_Osaka,D,33.0
5908,2019-02-19,DC_大津市,E,32.0
5909,2019-02-19,Plnt_Osaka,E,82.0
5910,2019-02-19,DC_大津市,F,31.0
5911,2019-02-19,Plnt_Odawara,F,49.308690552137136
5912,2019-02-19,DC_大津市,G,209.0
5913,2019-02-19,Plnt_Odawara,G,560.0
5914,2019-02-19,DC_大津市,H,17.0
5915,2019-02-19,Plnt_Odawara,H,47.0
5916,2019-02-19,DC_大津市,I,75.0
5917,2019-02-19,Plnt_Odawara,I,195.0
5918,2019-02-19,DC_大津市,J,3.0
5919,2019-02-19,Plnt_Odawara,J,10.0
5920,2019-02-19,DC_山形市,A,0.0
5921,2019-02-19,DC_山形市,B,2.0
5922,2019-02-19,DC_山形市,C,6.0
5923,2019-02-19,DC_山形市,D,1.0
5924,2019-02-19,DC_山形市,E,2.0
5925,2019-02-19,DC_山形市,F,4.0
5926,2019-02-19,DC_山形市,G,27.0
5927,2019-02-19,DC_山形市,H,1.0
5928,2019-02-19,DC_山形市,I,10.0
5929,2019-02-19,DC_山形市,J,0.0
5930,2019-02-19,DC_福岡市,A,1.0
5931,2019-02-19,DC_福岡市,B,21.0
5932,2019-02-19,DC_福岡市,C,19.0
5933,2019-02-19,DC_福岡市,D,4.0
5934,2019-02-19,DC_福岡市,E,13.0
5935,2019-02-19,DC_福岡市,F,10.0
5936,2019-02-19,DC_福岡市,G,80.0
5937,2019-02-19,DC_福岡市,H,9.0
5938,2019-02-19,DC_福岡市,I,27.0
5939,2019-02-19,DC_福岡市,J,1.0
5940,2019-02-19,DC_岐阜市,A,7.0
5941,2019-02-19,DC_岐阜市,B,35.0
5942,2019-02-19,DC_岐阜市,C,28.0
5943,2019-02-19,DC_岐阜市,D,8.0
5944,2019-02-19,DC_岐阜市,E,16.0
5945,2019-02-19,DC_岐阜市,F,17.0
5946,2019-02-19,DC_岐阜市,G,119.0
5947,2019-02-19,DC_岐阜市,H,9.0
5948,2019-02-19,DC_岐阜市,I,42.0
5949,2019-02-19,DC_岐阜市,J,0.0
5950,2019-02-19,DC_熊本市,A,0.0
5951,2019-02-19,DC_熊本市,B,5.0
5952,2019-02-19,DC_熊本市,C,3.0
5953,2019-02-19,DC_熊本市,D,3.0
5954,2019-02-19,DC_熊本市,E,2.0
5955,2019-02-19,DC_熊本市,F,1.0
5956,2019-02-19,DC_熊本市,G,14.0
5957,2019-02-19,DC_熊本市,H,1.0
5958,2019-02-19,DC_熊本市,I,3.0
5959,2019-02-19,DC_熊本市,J,2.0
5960,2019-02-19,DC_宮崎市,A,5.0
5961,2019-02-19,DC_宮崎市,B,14.0
5962,2019-02-19,DC_宮崎市,C,13.0
5963,2019-02-19,DC_宮崎市,D,2.0
5964,2019-02-19,DC_宮崎市,E,6.0
5965,2019-02-19,DC_宮崎市,F,5.0
5966,2019-02-19,DC_宮崎市,G,47.0
5967,2019-02-19,DC_宮崎市,H,2.0
5968,2019-02-19,DC_宮崎市,I,16.0
5969,2019-02-19,DC_宮崎市,J,1.0
5970,2019-02-19,DC_高松市,A,6.0
5971,2019-02-19,DC_高松市,B,26.0
5972,2019-02-19,DC_高松市,C,22.0
5973,2019-02-19,DC_高松市,D,3.0
5974,2019-02-19,DC_高松市,E,13.0
5975,2019-02-19,DC_高松市,F,13.0
5976,2019-02-19,DC_高松市,G,91.0
5977,2019-02-19,DC_高松市,H,9.0
5978,2019-02-19,DC_高松市,I,32.0
5979,2019-02-19,DC_高松市,J,3.0
5980,2019-02-19,DC_札幌市,A,1.0
5981,2019-02-19,DC_札幌市,B,0.0
5982,2019-02-19,DC_札幌市,C,3.0
5983,2019-02-19,DC_札幌市,D,0.0
5984,2019-02-19,DC_札幌市,E,0.0
5985,2019-02-19,DC_札幌市,F,1.0
5986,2019-02-19,DC_札幌市,G,2.0
5987,2019-02-19,DC_札幌市,H,1.0
5988,2019-02-19,DC_札幌市,I,0.0
5989,2019-02-19,DC_札幌市,J,0.0
5990,2019-02-19,DC_盛岡市,A,4.0
5991,2019-02-19,DC_盛岡市,B,9.0
5992,2019-02-19,DC_盛岡市,C,7.0
5993,2019-02-19,DC_盛岡市,D,2.0
5994,2019-02-19,DC_盛岡市,E,5.0
5995,2019-02-19,DC_盛岡市,F,5.0
5996,2019-02-19,DC_盛岡市,G,32.0
5997,2019-02-19,DC_盛岡市,H,5.0
5998,2019-02-19,DC_盛岡市,I,12.0
5999,2019-02-19,DC_盛岡市,J,0.0
6000,2019-02-20,DC_さいたま市,A,5.0
6001,2019-02-20,Plnt_Odawara,A,8.0
6002,2019-02-20,DC_さいたま市,B,18.0
6003,2019-02-20,Plnt_Odawara,B,39.0
6004,2019-02-20,DC_さいたま市,C,17.0
6005,2019-02-20,Plnt_Odawara,C,37.0
6006,2019-02-20,DC_さいたま市,D,7.0
6007,2019-02-20,Plnt_Odawara,D,9.0
6008,2019-02-20,DC_さいたま市,E,8.0
6009,2019-02-20,Plnt_Odawara,E,20.0
6010,2019-02-20,DC_さいたま市,F,7.0
6011,2019-02-20,Plnt_Chiba,F,48.45035704731134
6012,2019-02-20,DC_さいたま市,G,66.0
6013,2019-02-20,Plnt_Chiba,G,138.0
6014,2019-02-20,DC_さいたま市,H,4.0
6015,2019-02-20,Plnt_Chiba,H,10.0
6016,2019-02-20,DC_さいたま市,I,25.0
6017,2019-02-20,Plnt_Chiba,I,51.0
6018,2019-02-20,DC_さいたま市,J,2.0
6019,2019-02-20,Plnt_Chiba,J,7.0
6020,2019-02-20,DC_大津市,A,17.0
6021,2019-02-20,Plnt_Osaka,A,43.0
6022,2019-02-20,DC_大津市,B,71.0
6023,2019-02-20,Plnt_Osaka,B,200.0
6024,2019-02-20,DC_大津市,C,72.0
6025,2019-02-20,Plnt_Osaka,C,183.0
6026,2019-02-20,DC_大津市,D,14.0
6027,2019-02-20,Plnt_Osaka,D,42.0
6028,2019-02-20,DC_大津市,E,36.0
6029,2019-02-20,Plnt_Osaka,E,92.0
6030,2019-02-20,DC_大津市,F,39.0
6031,2019-02-20,Plnt_Odawara,F,65.54964295268866
6032,2019-02-20,DC_大津市,G,253.0
6033,2019-02-20,Plnt_Odawara,G,683.0
6034,2019-02-20,DC_大津市,H,21.0
6035,2019-02-20,Plnt_Odawara,H,55.0
6036,2019-02-20,DC_大津市,I,88.0
6037,2019-02-20,Plnt_Odawara,I,229.0
6038,2019-02-20,DC_大津市,J,1.0
6039,2019-02-20,Plnt_Odawara,J,4.0
6040,2019-02-20,DC_山形市,A,1.0
6041,2019-02-20,DC_山形市,B,8.0
6042,2019-02-20,DC_山形市,C,9.0
6043,2019-02-20,DC_山形市,D,0.0
6044,2019-02-20,DC_山形市,E,3.0
6045,2019-02-20,DC_山形市,F,1.0
6046,2019-02-20,DC_山形市,G,28.0
6047,2019-02-20,DC_山形市,H,1.0
6048,2019-02-20,DC_山形市,I,11.0
6049,2019-02-20,DC_山形市,J,1.0
6050,2019-02-20,DC_福岡市,A,5.0
6051,2019-02-20,DC_福岡市,B,29.0
6052,2019-02-20,DC_福岡市,C,26.0
6053,2019-02-20,DC_福岡市,D,9.0
6054,2019-02-20,DC_福岡市,E,12.0
6055,2019-02-20,DC_福岡市,F,11.0
6056,2019-02-20,DC_福岡市,G,92.0
6057,2019-02-20,DC_福岡市,H,8.0
6058,2019-02-20,DC_福岡市,I,31.0
6059,2019-02-20,DC_福岡市,J,0.0
6060,2019-02-20,DC_岐阜市,A,10.0
6061,2019-02-20,DC_岐阜市,B,41.0
6062,2019-02-20,DC_岐阜市,C,38.0
6063,2019-02-20,DC_岐阜市,D,10.0
6064,2019-02-20,DC_岐阜市,E,18.0
6065,2019-02-20,DC_岐阜市,F,19.0
6066,2019-02-20,DC_岐阜市,G,147.0
6067,2019-02-20,DC_岐阜市,H,12.0
6068,2019-02-20,DC_岐阜市,I,45.0
6069,2019-02-20,DC_岐阜市,J,2.0
6070,2019-02-20,DC_熊本市,A,1.0
6071,2019-02-20,DC_熊本市,B,8.0
6072,2019-02-20,DC_熊本市,C,4.0
6073,2019-02-20,DC_熊本市,D,0.0
6074,2019-02-20,DC_熊本市,E,4.0
6075,2019-02-20,DC_熊本市,F,5.0
6076,2019-02-20,DC_熊本市,G,24.0
6077,2019-02-20,DC_熊本市,H,1.0
6078,2019-02-20,DC_熊本市,I,7.0
6079,2019-02-20,DC_熊本市,J,0.0
6080,2019-02-20,DC_宮崎市,A,3.0
6081,2019-02-20,DC_宮崎市,B,17.0
6082,2019-02-20,DC_宮崎市,C,13.0
6083,2019-02-20,DC_宮崎市,D,5.0
6084,2019-02-20,DC_宮崎市,E,7.0
6085,2019-02-20,DC_宮崎市,F,8.0
6086,2019-02-20,DC_宮崎市,G,57.0
6087,2019-02-20,DC_宮崎市,H,4.0
6088,2019-02-20,DC_宮崎市,I,20.0
6089,2019-02-20,DC_宮崎市,J,0.0
6090,2019-02-20,DC_高松市,A,7.0
6091,2019-02-20,DC_高松市,B,34.0
6092,2019-02-20,DC_高松市,C,30.0
6093,2019-02-20,DC_高松市,D,4.0
6094,2019-02-20,DC_高松市,E,15.0
6095,2019-02-20,DC_高松市,F,16.0
6096,2019-02-20,DC_高松市,G,110.0
6097,2019-02-20,DC_高松市,H,9.0
6098,2019-02-20,DC_高松市,I,38.0
6099,2019-02-20,DC_高松市,J,1.0
6100,2019-02-20,DC_札幌市,A,0.0
6101,2019-02-20,DC_札幌市,B,1.0
6102,2019-02-20,DC_札幌市,C,1.0
6103,2019-02-20,DC_札幌市,D,0.0
6104,2019-02-20,DC_札幌市,E,0.0
6105,2019-02-20,DC_札幌市,F,0.0
6106,2019-02-20,DC_札幌市,G,2.0
6107,2019-02-20,DC_札幌市,H,1.0
6108,2019-02-20,DC_札幌市,I,0.0
6109,2019-02-20,DC_札幌市,J,1.0
6110,2019-02-20,DC_盛岡市,A,2.0
6111,2019-02-20,DC_盛岡市,B,12.0
6112,2019-02-20,DC_盛岡市,C,10.0
6113,2019-02-20,DC_盛岡市,D,2.0
6114,2019-02-20,DC_盛岡市,E,9.0
6115,2019-02-20,DC_盛岡市,F,8.0
6116,2019-02-20,DC_盛岡市,G,42.0
6117,2019-02-20,DC_盛岡市,H,4.0
6118,2019-02-20,DC_盛岡市,I,15.0
6119,2019-02-20,DC_盛岡市,J,3.0
6120,2019-02-21,DC_さいたま市,A,4.0
6121,2019-02-21,Plnt_Odawara,A,7.0
6122,2019-02-21,DC_さいたま市,B,21.0
6123,2019-02-21,Plnt_Odawara,B,39.0
6124,2019-02-21,DC_さいたま市,C,22.0
6125,2019-02-21,Plnt_Odawara,C,39.0
6126,2019-02-21,DC_さいたま市,D,4.0
6127,2019-02-21,Plnt_Odawara,D,13.0
6128,2019-02-21,DC_さいたま市,E,11.0
6129,2019-02-21,Plnt_Odawara,E,18.0
6130,2019-02-21,DC_さいたま市,F,5.0
6131,2019-02-21,Plnt_Chiba,F,49.140118947173455
6132,2019-02-21,DC_さいたま市,G,75.0
6133,2019-02-21,Plnt_Chiba,G,152.0
6134,2019-02-21,DC_さいたま市,H,11.0
6135,2019-02-21,Plnt_Chiba,H,17.0
6136,2019-02-21,DC_さいたま市,I,22.0
6137,2019-02-21,Plnt_Chiba,I,50.0
6138,2019-02-21,DC_さいたま市,J,3.0
6139,2019-02-21,Plnt_Chiba,J,5.0
6140,2019-02-21,DC_大津市,A,21.0
6141,2019-02-21,Plnt_Osaka,A,45.0
6142,2019-02-21,DC_大津市,B,82.0
6143,2019-02-21,Plnt_Osaka,B,217.0
6144,2019-02-21,DC_大津市,C,70.0
6145,2019-02-21,Plnt_Osaka,C,186.0
6146,2019-02-21,DC_大津市,D,19.0
6147,2019-02-21,Plnt_Osaka,D,50.0
6148,2019-02-21,DC_大津市,E,38.0
6149,2019-02-21,Plnt_Osaka,E,96.0
6150,2019-02-21,DC_大津市,F,41.0
6151,2019-02-21,Plnt_Odawara,F,68.85988105282655
6152,2019-02-21,DC_大津市,G,281.0
6153,2019-02-21,Plnt_Odawara,G,739.0
6154,2019-02-21,DC_大津市,H,25.0
6155,2019-02-21,Plnt_Odawara,H,65.0
6156,2019-02-21,DC_大津市,I,96.0
6157,2019-02-21,Plnt_Odawara,I,253.0
6158,2019-02-21,DC_大津市,J,2.0
6159,2019-02-21,Plnt_Odawara,J,4.0
6160,2019-02-21,DC_山形市,A,3.0
6161,2019-02-21,DC_山形市,B,8.0
6162,2019-02-21,DC_山形市,C,6.0
6163,2019-02-21,DC_山形市,D,4.0
6164,2019-02-21,DC_山形市,E,3.0
6165,2019-02-21,DC_山形市,F,5.0
6166,2019-02-21,DC_山形市,G,32.0
6167,2019-02-21,DC_山形市,H,2.0
6168,2019-02-21,DC_山形市,I,13.0
6169,2019-02-21,DC_山形市,J,2.0
6170,2019-02-21,DC_福岡市,A,3.0
6171,2019-02-21,DC_福岡市,B,29.0
6172,2019-02-21,DC_福岡市,C,27.0
6173,2019-02-21,DC_福岡市,D,9.0
6174,2019-02-21,DC_福岡市,E,10.0
6175,2019-02-21,DC_福岡市,F,18.0
6176,2019-02-21,DC_福岡市,G,101.0
6177,2019-02-21,DC_福岡市,H,8.0
6178,2019-02-21,DC_福岡市,I,35.0
6179,2019-02-21,DC_福岡市,J,0.0
6180,2019-02-21,DC_岐阜市,A,9.0
6181,2019-02-21,DC_岐阜市,B,46.0
6182,2019-02-21,DC_岐阜市,C,43.0
6183,2019-02-21,DC_岐阜市,D,9.0
6184,2019-02-21,DC_岐阜市,E,25.0
6185,2019-02-21,DC_岐阜市,F,20.0
6186,2019-02-21,DC_岐阜市,G,155.0
6187,2019-02-21,DC_岐阜市,H,12.0
6188,2019-02-21,DC_岐阜市,I,54.0
6189,2019-02-21,DC_岐阜市,J,1.0
6190,2019-02-21,DC_熊本市,A,1.0
6191,2019-02-21,DC_熊本市,B,7.0
6192,2019-02-21,DC_熊本市,C,5.0
6193,2019-02-21,DC_熊本市,D,1.0
6194,2019-02-21,DC_熊本市,E,2.0
6195,2019-02-21,DC_熊本市,F,2.0
6196,2019-02-21,DC_熊本市,G,25.0
6197,2019-02-21,DC_熊本市,H,1.0
6198,2019-02-21,DC_熊本市,I,8.0
6199,2019-02-21,DC_熊本市,J,1.0
6200,2019-02-21,DC_宮崎市,A,4.0
6201,2019-02-21,DC_宮崎市,B,21.0
6202,2019-02-21,DC_宮崎市,C,15.0
6203,2019-02-21,DC_宮崎市,D,5.0
6204,2019-02-21,DC_宮崎市,E,7.0
6205,2019-02-21,DC_宮崎市,F,8.0
6206,2019-02-21,DC_宮崎市,G,60.0
6207,2019-02-21,DC_宮崎市,H,6.0
6208,2019-02-21,DC_宮崎市,I,18.0
6209,2019-02-21,DC_宮崎市,J,0.0
6210,2019-02-21,DC_高松市,A,7.0
6211,2019-02-21,DC_高松市,B,32.0
6212,2019-02-21,DC_高松市,C,26.0
6213,2019-02-21,DC_高松市,D,7.0
6214,2019-02-21,DC_高松市,E,14.0
6215,2019-02-21,DC_高松市,F,14.0
6216,2019-02-21,DC_高松市,G,117.0
6217,2019-02-21,DC_高松市,H,13.0
6218,2019-02-21,DC_高松市,I,42.0
6219,2019-02-21,DC_高松市,J,0.0
6220,2019-02-21,DC_札幌市,A,0.0
6221,2019-02-21,DC_札幌市,B,0.0
6222,2019-02-21,DC_札幌市,C,0.0
6223,2019-02-21,DC_札幌市,D,0.0
6224,2019-02-21,DC_札幌市,E,0.0
6225,2019-02-21,DC_札幌市,F,1.0
6226,2019-02-21,DC_札幌市,G,2.0
6227,2019-02-21,DC_札幌市,H,0.0
6228,2019-02-21,DC_札幌市,I,1.0
6229,2019-02-21,DC_札幌市,J,0.0
6230,2019-02-21,DC_盛岡市,A,0.0
6231,2019-02-21,DC_盛岡市,B,10.0
6232,2019-02-21,DC_盛岡市,C,11.0
6233,2019-02-21,DC_盛岡市,D,5.0
6234,2019-02-21,DC_盛岡市,E,4.0
6235,2019-02-21,DC_盛岡市,F,4.0
6236,2019-02-21,DC_盛岡市,G,43.0
6237,2019-02-21,DC_盛岡市,H,4.0
6238,2019-02-21,DC_盛岡市,I,14.0
6239,2019-02-21,DC_盛岡市,J,0.0
6240,2019-02-22,DC_さいたま市,A,3.0
6241,2019-02-22,Plnt_Odawara,A,4.0
6242,2019-02-22,DC_さいたま市,B,17.0
6243,2019-02-22,Plnt_Odawara,B,30.0
6244,2019-02-22,DC_さいたま市,C,11.0
6245,2019-02-22,Plnt_Odawara,C,32.0
6246,2019-02-22,DC_さいたま市,D,3.0
6247,2019-02-22,Plnt_Odawara,D,6.0
6248,2019-02-22,DC_さいたま市,E,9.0
6249,2019-02-22,Plnt_Odawara,E,13.0
6250,2019-02-22,DC_さいたま市,F,9.0
6251,2019-02-22,Plnt_Chiba,F,38.96690469820756
6252,2019-02-22,DC_さいたま市,G,52.0
6253,2019-02-22,Plnt_Chiba,G,106.0
6254,2019-02-22,DC_さいたま市,H,3.0
6255,2019-02-22,Plnt_Chiba,H,6.0
6256,2019-02-22,DC_さいたま市,I,18.0
6257,2019-02-22,Plnt_Chiba,I,33.0
6258,2019-02-22,DC_さいたま市,J,2.0
6259,2019-02-22,Plnt_Chiba,J,4.0
6260,2019-02-22,DC_大津市,A,13.0
6261,2019-02-22,Plnt_Osaka,A,36.0
6262,2019-02-22,DC_大津市,B,55.0
6263,2019-02-22,Plnt_Osaka,B,147.0
6264,2019-02-22,DC_大津市,C,49.0
6265,2019-02-22,Plnt_Osaka,C,131.0
6266,2019-02-22,DC_大津市,D,11.0
6267,2019-02-22,Plnt_Osaka,D,36.0
6268,2019-02-22,DC_大津市,E,26.0
6269,2019-02-22,Plnt_Osaka,E,65.0
6270,2019-02-22,DC_大津市,F,26.0
6271,2019-02-22,Plnt_Odawara,F,40.03309530179244
6272,2019-02-22,DC_大津市,G,193.0
6273,2019-02-22,Plnt_Odawara,G,506.0
6274,2019-02-22,DC_大津市,H,16.0
6275,2019-02-22,Plnt_Odawara,H,50.0
6276,2019-02-22,DC_大津市,I,66.0
6277,2019-02-22,Plnt_Odawara,I,171.0
6278,2019-02-22,DC_大津市,J,2.0
6279,2019-02-22,Plnt_Odawara,J,3.0
6280,2019-02-22,DC_山形市,A,1.0
6281,2019-02-22,DC_山形市,B,6.0
6282,2019-02-22,DC_山形市,C,9.0
6283,2019-02-22,DC_山形市,D,2.0
6284,2019-02-22,DC_山形市,E,1.0
6285,2019-02-22,DC_山形市,F,2.0
6286,2019-02-22,DC_山形市,G,24.0
6287,2019-02-22,DC_山形市,H,2.0
6288,2019-02-22,DC_山形市,I,6.0
6289,2019-02-22,DC_山形市,J,1.0
6290,2019-02-22,DC_福岡市,A,7.0
6291,2019-02-22,DC_福岡市,B,20.0
6292,2019-02-22,DC_福岡市,C,19.0
6293,2019-02-22,DC_福岡市,D,5.0
6294,2019-02-22,DC_福岡市,E,7.0
6295,2019-02-22,DC_福岡市,F,8.0
6296,2019-02-22,DC_福岡市,G,67.0
6297,2019-02-22,DC_福岡市,H,7.0
6298,2019-02-22,DC_福岡市,I,24.0
6299,2019-02-22,DC_福岡市,J,0.0
6300,2019-02-22,DC_岐阜市,A,9.0
6301,2019-02-22,DC_岐阜市,B,34.0
6302,2019-02-22,DC_岐阜市,C,30.0
6303,2019-02-22,DC_岐阜市,D,11.0
6304,2019-02-22,DC_岐阜市,E,16.0
6305,2019-02-22,DC_岐阜市,F,13.0
6306,2019-02-22,DC_岐阜市,G,106.0
