,from_node,to_node,prod,flow
484,DC_cust8,Cust_cust8,prod29,5549119.065934066
485,DC_cust8,Cust_cust8,prod34,1610134.326923077
486,DC_cust8,Cust_cust8,prod39,1327534.0796703296
487,DC_cust8,Cust_cust8,prod43,5643581.868131871
488,DC_cust8,Cust_cust8,prod44,4658126.991758241
489,DC_cust8,Cust_cust8,prod46,10982520.096153857
490,DC_cust8,Cust_cust8,prod48,2293551.7032967033
491,DC_cust8,Cust_cust8,prod51,4379018.31043956
492,DC_cust8,Cust_cust8,prod54,1713245.8241758237
493,DC_cust8,Cust_cust8,prod60,1083504.5054945054
494,DC_cust8,Cust_cust8,prod63,1338658.5576923077
495,DC_cust8,Cust_cust8,prod68,1750794.6978021977
496,DC_cust8,Cust_cust8,prod71,2270235.824175825
497,DC_cust8,Cust_cust8,prod73,1179189.656593407
498,DC_cust8,Cust_cust8,prod74,1919124.8763736268
499,DC_cust8,Cust_cust8,prod79,1488663.53021978
500,DC_cust8,Cust_cust8,prod81,1959469.4093406606
501,DC_cust8,Cust_cust8,prod89,1365407.8434065932
502,DC_cust8,Cust_cust8,prod91,7653206.689560441
503,DC_cust8,Cust_cust8,prod98,5110265.728021977
504,DC_cust27,Cust_cust9,prod1,334692.96703296714
505,DC_cust27,Cust_cust9,prod23,223500.3296703297
506,DC_cust27,Cust_cust9,prod26,281020.92032967036
507,DC_cust27,Cust_cust9,prod28,183889.8076923077
508,DC_cust27,Cust_cust9,prod29,889915.1236263735
509,DC_cust27,Cust_cust9,prod34,257521.5384615385
510,DC_cust27,Cust_cust9,prod39,212101.09890109894
511,DC_cust27,Cust_cust9,prod43,904996.4423076926
512,DC_cust27,Cust_cust9,prod44,746735.8516483514
513,DC_cust27,Cust_cust9,prod46,1763061.3049450547
514,DC_cust27,Cust_cust9,prod48,366969.3956043956
515,DC_cust27,Cust_cust9,prod51,701814.7802197803
516,DC_cust27,Cust_cust9,prod54,273867.3214285715
517,DC_cust27,Cust_cust9,prod60,173001.97802197805
518,DC_cust27,Cust_cust9,prod63,213998.29670329666
519,DC_cust27,Cust_cust9,prod68,280141.510989011
520,DC_cust27,Cust_cust9,prod71,363430.7005494506
521,DC_cust27,Cust_cust9,prod73,188343.00824175827
522,DC_cust27,Cust_cust9,prod74,306887.78846153844
523,DC_cust27,Cust_cust9,prod79,238050.19230769228
524,DC_cust27,Cust_cust9,prod81,313259.2445054946
525,DC_cust27,Cust_cust9,prod89,218265.98901098905
526,DC_cust27,Cust_cust9,prod91,1228063.5576923077
527,DC_cust27,Cust_cust9,prod98,819440.0412087911
528,DC_cust38,Cust_cust10,prod1,60701.30494505496
529,DC_cust38,Cust_cust10,prod23,40246.26373626374
530,DC_cust38,Cust_cust10,prod26,50800.17857142857
531,DC_cust38,Cust_cust10,prod28,33012.445054945056
532,DC_cust38,Cust_cust10,prod29,162464.10714285716
533,DC_cust38,Cust_cust10,prod34,46450.26098901099
534,DC_cust38,Cust_cust10,prod39,38237.76098901099
535,DC_cust38,Cust_cust10,prod43,165150.46703296705
536,DC_cust38,Cust_cust10,prod44,136206.1675824176
537,DC_cust38,Cust_cust10,prod46,322505.5769230769
538,DC_cust38,Cust_cust10,prod48,66642.58241758242
539,DC_cust38,Cust_cust10,prod51,127906.42857142858
540,DC_cust38,Cust_cust10,prod54,49559.78021978022
541,DC_cust38,Cust_cust10,prod60,31036.03021978022
542,DC_cust38,Cust_cust10,prod63,38570.67307692307
543,DC_cust38,Cust_cust10,prod68,50507.37637362638
544,DC_cust38,Cust_cust10,prod71,65865.4532967033
545,DC_cust38,Cust_cust10,prod73,33933.969780219784
546,DC_cust38,Cust_cust10,prod74,55699.60164835164
547,DC_cust38,Cust_cust10,prod79,43003.81868131868
548,DC_cust38,Cust_cust10,prod81,56723.4065934066
549,DC_cust38,Cust_cust10,prod89,39452.08791208791
550,DC_cust38,Cust_cust10,prod91,224496.0576923077
551,DC_cust38,Cust_cust10,prod98,149503.5989010989
552,DC_cust3,Cust_cust11,prod1,268475.54945054953
553,DC_cust3,Cust_cust11,prod23,178905.15109890114
554,DC_cust3,Cust_cust11,prod26,225337.36263736265
555,DC_cust3,Cust_cust11,prod28,146985.70054945056
556,DC_cust3,Cust_cust11,prod29,715222.5137362636
557,DC_cust3,Cust_cust11,prod34,205988.3516483516
558,DC_cust3,Cust_cust11,prod39,169827.28021978022
559,DC_cust3,Cust_cust11,prod43,727408.901098901
560,DC_cust3,Cust_cust11,prod44,600168.2967032967
561,DC_cust3,Cust_cust11,prod46,1417520.6181318683
562,DC_cust3,Cust_cust11,prod48,294443.69505494507
563,DC_cust3,Cust_cust11,prod51,563845.782967033
564,DC_cust3,Cust_cust11,prod54,219495.35714285716
565,DC_cust3,Cust_cust11,prod60,138191.6071428572
566,DC_cust3,Cust_cust11,prod63,171239.1483516484
567,DC_cust3,Cust_cust11,prod68,224289.49175824173
568,DC_cust3,Cust_cust11,prod71,291338.1868131868
569,DC_cust3,Cust_cust11,prod73,150554.47802197802
570,DC_cust3,Cust_cust11,prod74,246010.00000000003
571,DC_cust3,Cust_cust11,prod79,190506.9368131868
572,DC_cust3,Cust_cust11,prod81,251274.4230769231
573,DC_cust3,Cust_cust11,prod89,174687.59615384619
574,DC_cust3,Cust_cust11,prod91,987257.815934066
575,DC_cust3,Cust_cust11,prod98,658492.0879120879
576,DC_cust3,Cust_cust12,prod1,957706.8543956046
577,DC_cust3,Cust_cust12,prod23,639993.4065934063
578,DC_cust3,Cust_cust12,prod26,804632.4725274724
579,DC_cust3,Cust_cust12,prod28,527449.065934066
580,DC_cust3,Cust_cust12,prod29,2539130.521978022
581,DC_cust3,Cust_cust12,prod34,737175.6593406593
582,DC_cust3,Cust_cust12,prod39,607710.9615384615
583,DC_cust3,Cust_cust12,prod43,2582326.8681318676
584,DC_cust3,Cust_cust12,prod44,2131639.1071428573
585,DC_cust3,Cust_cust12,prod46,5024836.6758241765
586,DC_cust3,Cust_cust12,prod48,1049773.0906593406
587,DC_cust3,Cust_cust12,prod51,2003932.2252747254
588,DC_cust3,Cust_cust12,prod54,784303.7774725273
589,DC_cust3,Cust_cust12,prod60,496019.9587912087
590,DC_cust3,Cust_cust12,prod63,612872.1016483518
591,DC_cust3,Cust_cust12,prod68,801519.9450549452
592,DC_cust3,Cust_cust12,prod71,1039168.0357142857
593,DC_cust3,Cust_cust12,prod73,540178.9423076924
594,DC_cust3,Cust_cust12,prod74,878472.7747252748
595,DC_cust3,Cust_cust12,prod79,681553.2692307692
596,DC_cust3,Cust_cust12,prod81,896912.293956044
597,DC_cust3,Cust_cust12,prod89,625079.5467032966
598,DC_cust3,Cust_cust12,prod91,3501714.739010989
599,DC_cust3,Cust_cust12,prod98,2338586.085164835
600,DC_cust17,Cust_cust13,prod1,51625.43956043956
601,DC_cust17,Cust_cust13,prod23,34223.76373626374
602,DC_cust17,Cust_cust13,prod26,43191.33241758241
603,DC_cust17,Cust_cust13,prod28,28119.038461538465
604,DC_cust17,Cust_cust13,prod29,138018.13186813187
605,DC_cust17,Cust_cust13,prod34,39526.291208791205
606,DC_cust17,Cust_cust13,prod39,32500.041208791205
607,DC_cust17,Cust_cust13,prod43,140313.42032967036
608,DC_cust17,Cust_cust13,prod44,115804.27197802198
609,DC_cust17,Cust_cust13,prod46,273911.4423076923
610,DC_cust17,Cust_cust13,prod48,56694.32692307692
611,DC_cust17,Cust_cust13,prod51,108788.04945054946
612,DC_cust17,Cust_cust13,prod54,42092.32142857143
613,DC_cust17,Cust_cust13,prod60,26410.35714285714
614,DC_cust17,Cust_cust13,prod63,32726.662087912086
615,DC_cust17,Cust_cust13,prod68,43211.38736263736
616,DC_cust17,Cust_cust13,prod71,56006.442307692305
617,DC_cust17,Cust_cust13,prod73,28818.95604395605
618,DC_cust17,Cust_cust13,prod74,47322.6510989011
619,DC_cust17,Cust_cust13,prod79,36627.3489010989
620,DC_cust17,Cust_cust13,prod81,48285.28846153847
621,DC_cust17,Cust_cust13,prod89,33384.46428571428
622,DC_cust17,Cust_cust13,prod91,190479.86263736262
623,DC_cust17,Cust_cust13,prod98,127035.04120879121
624,DC_cust18,Cust_cust14,prod1,239253.489010989
625,DC_cust18,Cust_cust14,prod23,159219.21703296705
626,DC_cust18,Cust_cust14,prod26,200553.46153846153
627,DC_cust18,Cust_cust14,prod28,130838.46153846156
628,DC_cust18,Cust_cust14,prod29,637830.4807692305
629,DC_cust18,Cust_cust14,prod34,183667.1978021978
630,DC_cust18,Cust_cust14,prod39,151215.28846153847
631,DC_cust18,Cust_cust14,prod43,648845.6593406594
632,DC_cust18,Cust_cust14,prod44,535142.1428571428
633,DC_cust18,Cust_cust14,prod46,1264649.793956044
634,DC_cust18,Cust_cust14,prod48,262571.3736263736
635,DC_cust18,Cust_cust14,prod51,502866.7170329671
636,DC_cust18,Cust_cust14,prod54,195613.9285714286
637,DC_cust18,Cust_cust14,prod60,123050.12362637368
638,DC_cust18,Cust_cust14,prod63,152396.5247252747
639,DC_cust18,Cust_cust14,prod68,199890.64560439563
640,DC_cust18,Cust_cust14,prod71,259567.14285714287
641,DC_cust18,Cust_cust14,prod73,133996.11263736262
642,DC_cust18,Cust_cust14,prod74,219269.73901098903
643,DC_cust18,Cust_cust14,prod79,169689.90384615384
644,DC_cust18,Cust_cust14,prod81,223871.3461538461
645,DC_cust18,Cust_cust14,prod89,155575.2335164835
646,DC_cust18,Cust_cust14,prod91,880805.1648351647
647,DC_cust18,Cust_cust14,prod98,587265.9478021978
648,DC_cust27,Cust_cust15,prod1,421610.09615384624
649,DC_cust27,Cust_cust15,prod23,281337.7884615384
650,DC_cust27,Cust_cust15,prod26,354088.10439560446
651,DC_cust27,Cust_cust15,prod28,231677.73351648348
652,DC_cust27,Cust_cust15,prod29,1120891.9368131873
653,DC_cust27,Cust_cust15,prod34,324431.8543956044
654,DC_cust27,Cust_cust15,prod39,267313.3653846154
655,DC_cust27,Cust_cust15,prod43,1139971.2087912092
656,DC_cust27,Cust_cust15,prod44,940725.3296703296
657,DC_cust27,Cust_cust15,prod46,2219773.571428571
658,DC_cust27,Cust_cust15,prod48,462592.37637362635
659,DC_cust27,Cust_cust15,prod51,884209.4917582417
660,DC_cust27,Cust_cust15,prod54,345264.9313186814
661,DC_cust27,Cust_cust15,prod60,217928.06318681323
662,DC_cust27,Cust_cust15,prod63,269418.13186813187
663,DC_cust27,Cust_cust15,prod68,352815.618131868
664,DC_cust27,Cust_cust15,prod71,457848.3791208792
665,DC_cust27,Cust_cust15,prod73,237278.07692307688
666,DC_cust27,Cust_cust15,prod74,386903.0082417582
667,DC_cust27,Cust_cust15,prod79,299780.31593406596
668,DC_cust27,Cust_cust15,prod81,394949.0521978022
669,DC_cust27,Cust_cust15,prod89,274957.30769230763
670,DC_cust27,Cust_cust15,prod91,1546653.4065934063
671,DC_cust27,Cust_cust15,prod98,1032238.0494505495
672,DC_cust5,Cust_cust16,prod1,1259439.5192307692
673,DC_cust5,Cust_cust16,prod23,840586.9780219783
674,DC_cust5,Cust_cust16,prod26,1057745.9340659343
675,DC_cust5,Cust_cust16,prod28,691944.7390109892
676,DC_cust5,Cust_cust16,prod29,3347023.92857143
677,DC_cust5,Cust_cust16,prod34,968906.5384615384
678,DC_cust5,Cust_cust16,prod39,798390.3708791214
679,DC_cust5,Cust_cust16,prod43,3403932.843406593
680,DC_cust5,Cust_cust16,prod44,2808899.615384616
681,DC_cust5,Cust_cust16,prod46,6628046.03021978
682,DC_cust5,Cust_cust16,prod48,1381161.0027472528
683,DC_cust5,Cust_cust16,prod51,2640448.104395605
684,DC_cust5,Cust_cust16,prod54,1030938.4890109887
685,DC_cust5,Cust_cust16,prod60,650654.6153846156
686,DC_cust5,Cust_cust16,prod63,804821.9917582417
687,DC_cust5,Cust_cust16,prod68,1053753.9972527474
688,DC_cust5,Cust_cust16,prod71,1367127.5549450554
689,DC_cust5,Cust_cust16,prod73,708691.6208791208
690,DC_cust5,Cust_cust16,prod74,1155131.7445054944
691,DC_cust5,Cust_cust16,prod79,895017.1016483519
692,DC_cust5,Cust_cust16,prod81,1179319.010989011
693,DC_cust5,Cust_cust16,prod89,820984.271978022
694,DC_cust5,Cust_cust16,prod91,4617268.049450552
695,DC_cust5,Cust_cust16,prod98,3081978.7774725268
696,DC_cust17,Cust_cust17,prod1,1081490.989010989
697,DC_cust17,Cust_cust17,prod23,723575.3983516484
698,DC_cust17,Cust_cust17,prod26,909009.4368131869
699,DC_cust17,Cust_cust17,prod28,596424.0384615384
700,DC_cust17,Cust_cust17,prod29,2862966.7445054944
701,DC_cust17,Cust_cust17,prod34,832992.1703296702
702,DC_cust17,Cust_cust17,prod39,687331.0989010991
703,DC_cust17,Cust_cust17,prod43,2911445.5631868127
704,DC_cust17,Cust_cust17,prod44,2403832.843406593
705,DC_cust17,Cust_cust17,prod46,5662629.052197803
706,DC_cust17,Cust_cust17,prod48,1185262.2939560441
707,DC_cust17,Cust_cust17,prod51,2259928.585164835
708,DC_cust17,Cust_cust17,prod54,886070.5906593406
709,DC_cust17,Cust_cust17,prod60,561466.2637362637
710,DC_cust17,Cust_cust17,prod63,692995.6181318682
711,DC_cust17,Cust_cust17,prod68,905673.2967032967
712,DC_cust17,Cust_cust17,prod71,1173247.3763736265
713,DC_cust17,Cust_cust17,prod73,610907.7197802197
714,DC_cust17,Cust_cust17,prod74,992029.8901098901
715,DC_cust17,Cust_cust17,prod79,770174.065934066
716,DC_cust17,Cust_cust17,prod81,1012908.0906593406
717,DC_cust17,Cust_cust17,prod89,706923.7774725275
718,DC_cust17,Cust_cust17,prod91,3947094.958791209
719,DC_cust17,Cust_cust17,prod98,2637001.6620879127
720,DC_cust18,Cust_cust18,prod1,47347.719780219784
721,DC_cust18,Cust_cust18,prod23,31426.098901098903
722,DC_cust18,Cust_cust18,prod26,39669.68406593407
723,DC_cust18,Cust_cust18,prod28,25803.695054945056
724,DC_cust18,Cust_cust18,prod29,126693.1043956044
725,DC_cust18,Cust_cust18,prod34,36312.48626373626
726,DC_cust18,Cust_cust18,prod39,29772.56868131868
727,DC_cust18,Cust_cust18,prod43,128658.48901098903
728,DC_cust18,Cust_cust18,prod44,106102.6923076923
729,DC_cust18,Cust_cust18,prod46,251268.40659340657
730,DC_cust18,Cust_cust18,prod48,51906.20879120879
731,DC_cust18,Cust_cust18,prod51,99752.29395604396
732,DC_cust18,Cust_cust18,prod54,38583.70879120879
733,DC_cust18,Cust_cust18,prod60,24297.56868131868
734,DC_cust18,Cust_cust18,prod63,30108.48901098901
735,DC_cust18,Cust_cust18,prod68,39593.47527472528
736,DC_cust18,Cust_cust18,prod71,51299.5467032967
737,DC_cust18,Cust_cust18,prod73,26359.217032967033
738,DC_cust18,Cust_cust18,prod74,43393.88736263736
739,DC_cust18,Cust_cust18,prod79,33512.81593406593
740,DC_cust18,Cust_cust18,prod81,44279.31318681318
741,DC_cust18,Cust_cust18,prod89,30622.898351648353
742,DC_cust18,Cust_cust18,prod91,174860.0686813187
743,DC_cust18,Cust_cust18,prod98,116462.07417582418
744,DC_cust38,Cust_cust19,prod1,530229.6840659339
745,DC_cust38,Cust_cust19,prod23,354709.8076923077
746,DC_cust38,Cust_cust19,prod26,445591.7994505494
747,DC_cust38,Cust_cust19,prod28,292415.1373626373
748,DC_cust38,Cust_cust19,prod29,1403969.4917582418
749,DC_cust38,Cust_cust19,prod34,408424.9725274725
750,DC_cust38,Cust_cust19,prod39,336864.9175824176
751,DC_cust38,Cust_cust19,prod43,1427696.4972527472
752,DC_cust38,Cust_cust19,prod44,1178781.5384615387
753,DC_cust38,Cust_cust19,prod46,2777025.2884615385
754,DC_cust38,Cust_cust19,prod48,581032.870879121
755,DC_cust38,Cust_cust19,prod51,1108219.2170329671
756,DC_cust38,Cust_cust19,prod54,434397.12912087905
757,DC_cust38,Cust_cust19,prod60,275166.88186813187
758,DC_cust38,Cust_cust19,prod63,339695.6730769231
759,DC_cust38,Cust_cust19,prod68,443957.3214285715
760,DC_cust38,Cust_cust19,prod71,575198.8873626372
761,DC_cust38,Cust_cust19,prod73,299411.304945055
762,DC_cust38,Cust_cust19,prod74,486402.60989010986
763,DC_cust38,Cust_cust19,prod79,377642.6373626373
764,DC_cust38,Cust_cust19,prod81,496621.60714285716
765,DC_cust38,Cust_cust19,prod89,346482.2664835165
766,DC_cust38,Cust_cust19,prod91,1935692.2664835164
767,DC_cust38,Cust_cust19,prod98,1293037.568681319
768,DC_cust2,Cust_cust20,prod1,108092.14285714284
769,DC_cust2,Cust_cust20,prod23,71981.2087912088
770,DC_cust2,Cust_cust20,prod26,90646.34615384617
771,DC_cust2,Cust_cust20,prod28,59186.153846153844
772,DC_cust2,Cust_cust20,prod29,288220.6456043956
773,DC_cust2,Cust_cust20,prod34,83012.43131868132
774,DC_cust2,Cust_cust20,prod39,68308.14560439561
775,DC_cust2,Cust_cust20,prod43,293188.2554945055
776,DC_cust2,Cust_cust20,prod44,241773.39285714287
777,DC_cust2,Cust_cust20,prod46,571578.9697802197
778,DC_cust2,Cust_cust20,prod48,118504.67032967032
779,DC_cust2,Cust_cust20,prod51,227108.2142857143
780,DC_cust2,Cust_cust20,prod54,88316.9642857143
781,DC_cust2,Cust_cust20,prod60,55663.50274725274
782,DC_cust2,Cust_cust20,prod63,68828.57142857143
783,DC_cust2,Cust_cust20,prod68,90271.31868131868
784,DC_cust2,Cust_cust20,prod71,117406.6620879121
785,DC_cust2,Cust_cust20,prod73,60458.640109890104
786,DC_cust2,Cust_cust20,prod74,99012.26648351648
787,DC_cust2,Cust_cust20,prod79,76565.76923076922
788,DC_cust2,Cust_cust20,prod81,101104.99999999997
789,DC_cust2,Cust_cust20,prod89,70212.36263736265
790,DC_cust2,Cust_cust20,prod91,398108.7087912088
791,DC_cust2,Cust_cust20,prod98,265333.94230769225
792,DC_cust18,Cust_cust21,prod1,136864.9725274725
793,DC_cust18,Cust_cust21,prod23,91076.5247252747
794,DC_cust18,Cust_cust21,prod26,114796.51098901099
795,DC_cust18,Cust_cust21,prod28,74887.17032967033
796,DC_cust18,Cust_cust21,prod29,365089.2445054945
797,DC_cust18,Cust_cust21,prod34,105148.07692307694
798,DC_cust18,Cust_cust21,prod39,86498.98351648354
799,DC_cust18,Cust_cust21,prod43,371265.16483516485
800,DC_cust18,Cust_cust21,prod44,306235.0
801,DC_cust18,Cust_cust21,prod46,723777.9532967032
802,DC_cust18,Cust_cust21,prod48,150274.71153846153
803,DC_cust18,Cust_cust21,prod51,287757.3763736264
804,DC_cust18,Cust_cust21,prod54,111986.81318681319
805,DC_cust18,Cust_cust21,prod60,70457.03296703295
806,DC_cust18,Cust_cust21,prod63,87226.97802197802
807,DC_cust18,Cust_cust21,prod68,114425.49450549451
808,DC_cust18,Cust_cust21,prod71,148692.37637362638
809,DC_cust18,Cust_cust21,prod73,76640.97527472526
810,DC_cust18,Cust_cust21,prod74,125373.48901098903
811,DC_cust18,Cust_cust21,prod79,97085.98901098901
812,DC_cust18,Cust_cust21,prod81,128102.96703296703
813,DC_cust18,Cust_cust21,prod89,88958.72252747254
814,DC_cust18,Cust_cust21,prod91,504079.0384615385
815,DC_cust18,Cust_cust21,prod98,336131.9093406594
816,DC_cust6,Cust_cust22,prod1,310282.08791208785
817,DC_cust6,Cust_cust22,prod23,206575.96153846156
818,DC_cust6,Cust_cust22,prod26,260140.7142857143
819,DC_cust6,Cust_cust22,prod28,169770.12362637362
820,DC_cust6,Cust_cust22,prod29,826693.9148351649
821,DC_cust6,Cust_cust22,prod34,238216.6483516483
822,DC_cust6,Cust_cust22,prod39,195975.9203296703
823,DC_cust6,Cust_cust22,prod43,841122.4450549454
824,DC_cust6,Cust_cust22,prod44,693688.5164835165
825,DC_cust6,Cust_cust22,prod46,1638929.2170329667
826,DC_cust6,Cust_cust22,prod48,340129.86263736256
827,DC_cust6,Cust_cust22,prod51,652044.4230769232
828,DC_cust6,Cust_cust22,prod54,253697.0604395604
829,DC_cust6,Cust_cust22,prod60,159531.07142857145
830,DC_cust6,Cust_cust22,prod63,197627.445054945
831,DC_cust6,Cust_cust22,prod68,259178.07692307697
832,DC_cust6,Cust_cust22,prod71,336692.445054945
833,DC_cust6,Cust_cust22,prod73,173863.33791208788
834,DC_cust6,Cust_cust22,prod74,284351.043956044
835,DC_cust6,Cust_cust22,prod79,219965.64560439563
836,DC_cust6,Cust_cust22,prod81,290331.4285714285
837,DC_cust6,Cust_cust22,prod89,201558.21428571432
838,DC_cust6,Cust_cust22,prod91,1141128.3791208793
839,DC_cust6,Cust_cust22,prod98,761210.5082417584
840,DC_cust2,Cust_cust23,prod1,92931.60714285713
841,DC_cust2,Cust_cust23,prod23,61831.40109890111
842,DC_cust2,Cust_cust23,prod26,77826.22252747252
843,DC_cust2,Cust_cust23,prod28,50708.928571428565
844,DC_cust2,Cust_cust23,prod29,248405.56318681317
845,DC_cust2,Cust_cust23,prod34,71232.15659340662
846,DC_cust2,Cust_cust23,prod39,58616.59340659341
847,DC_cust2,Cust_cust23,prod43,252711.3598901099
848,DC_cust2,Cust_cust23,prod44,208383.91483516482
849,DC_cust2,Cust_cust23,prod46,493280.4532967034
850,DC_cust2,Cust_cust23,prod48,101982.40384615386
851,DC_cust2,Cust_cust23,prod51,195823.5027472528
852,DC_cust2,Cust_cust23,prod54,75939.0521978022
853,DC_cust2,Cust_cust23,prod60,47594.39560439559
854,DC_cust2,Cust_cust23,prod63,59069.83516483516
855,DC_cust2,Cust_cust23,prod68,77789.12087912088
856,DC_cust2,Cust_cust23,prod71,100911.46978021979
857,DC_cust2,Cust_cust23,prod73,51935.288461538454
858,DC_cust2,Cust_cust23,prod74,85030.96153846152
859,DC_cust2,Cust_cust23,prod79,65769.18956043955
860,DC_cust2,Cust_cust23,prod81,86886.04395604397
861,DC_cust2,Cust_cust23,prod89,60359.36813186812
862,DC_cust2,Cust_cust23,prod91,343203.282967033
863,DC_cust2,Cust_cust23,prod98,228669.49175824178
864,DC_cust8,Cust_cust24,prod1,499242.7884615384
865,DC_cust8,Cust_cust24,prod23,332465.8653846154
866,DC_cust8,Cust_cust24,prod26,418866.5796703297
867,DC_cust8,Cust_cust24,prod28,273429.1208791207
868,DC_cust8,Cust_cust24,prod29,1328651.14010989
869,DC_cust8,Cust_cust24,prod34,383572.8846153846
870,DC_cust8,Cust_cust24,prod39,315589.6291208791
871,DC_cust8,Cust_cust24,prod43,1351444.5879120883
872,DC_cust8,Cust_cust24,prod44,1114843.3653846155
873,DC_cust8,Cust_cust24,prod46,2633328.5989010986
874,DC_cust8,Cust_cust24,prod48,547310.4807692308
875,DC_cust8,Cust_cust24,prod51,1047847.8159340657
876,DC_cust8,Cust_cust24,prod54,408212.3901098901
877,DC_cust8,Cust_cust24,prod60,257330.01373626367
878,DC_cust8,Cust_cust24,prod63,318282.00549450546
879,DC_cust8,Cust_cust24,prod68,417337.39010989
880,DC_cust8,Cust_cust24,prod71,541716.1538461539
881,DC_cust8,Cust_cust24,prod73,280291.92307692306
882,DC_cust8,Cust_cust24,prod74,457442.2664835165
883,DC_cust8,Cust_cust24,prod79,354229.4917582417
884,DC_cust8,Cust_cust24,prod81,467101.73076923075
885,DC_cust8,Cust_cust24,prod89,324722.6510989012
886,DC_cust8,Cust_cust24,prod91,1834081.8818681317
887,DC_cust8,Cust_cust24,prod98,1223545.1785714286
888,DC_cust2,Cust_cust25,prod1,171483.81868131866
889,DC_cust2,Cust_cust25,prod23,114323.21428571428
890,DC_cust2,Cust_cust25,prod26,143874.17582417582
891,DC_cust2,Cust_cust25,prod28,93976.46978021978
892,DC_cust2,Cust_cust25,prod29,456695.2197802197
893,DC_cust2,Cust_cust25,prod34,131736.92307692306
894,DC_cust2,Cust_cust25,prod39,108545.38461538462
895,DC_cust2,Cust_cust25,prod43,464414.3681318682
896,DC_cust2,Cust_cust25,prod44,383063.489010989
897,DC_cust2,Cust_cust25,prod46,905162.8983516484
898,DC_cust2,Cust_cust25,prod48,188279.83516483515
899,DC_cust2,Cust_cust25,prod51,360158.73626373627
900,DC_cust2,Cust_cust25,prod54,140272.3076923077
901,DC_cust2,Cust_cust25,prod60,88351.05769230769
902,DC_cust2,Cust_cust25,prod63,109246.30494505496
903,DC_cust2,Cust_cust25,prod68,143285.5631868132
904,DC_cust2,Cust_cust25,prod71,186102.8708791209
905,DC_cust2,Cust_cust25,prod73,96303.84615384616
906,DC_cust2,Cust_cust25,prod74,157224.75274725273
907,DC_cust2,Cust_cust25,prod79,121672.34890109891
908,DC_cust2,Cust_cust25,prod81,160421.51098901097
909,DC_cust2,Cust_cust25,prod89,111563.65384615383
910,DC_cust2,Cust_cust25,prod91,630385.0824175825
911,DC_cust2,Cust_cust25,prod98,420599.3269230769
912,DC_cust3,Cust_cust26,prod1,83387.4587912088
913,DC_cust3,Cust_cust26,prod23,55197.22527472527
914,DC_cust3,Cust_cust26,prod26,69834.32692307692
915,DC_cust3,Cust_cust26,prod28,45363.282967032974
916,DC_cust3,Cust_cust26,prod29,224221.30494505496
917,DC_cust3,Cust_cust26,prod34,63946.19505494505
918,DC_cust3,Cust_cust26,prod39,52343.406593406595
919,DC_cust3,Cust_cust26,prod43,228120.989010989
920,DC_cust3,Cust_cust26,prod44,187771.4423076923
921,DC_cust3,Cust_cust26,prod46,445764.27197802207
922,DC_cust3,Cust_cust26,prod48,91558.84615384616
923,DC_cust3,Cust_cust26,prod51,176603.84615384616
924,DC_cust3,Cust_cust26,prod54,67971.2225274725
925,DC_cust3,Cust_cust26,prod60,42459.32692307693
926,DC_cust3,Cust_cust26,prod63,52941.04395604396
927,DC_cust3,Cust_cust26,prod68,69495.39835164836
928,DC_cust3,Cust_cust26,prod71,90617.26648351649
929,DC_cust3,Cust_cust26,prod73,46495.38461538462
930,DC_cust3,Cust_cust26,prod74,76467.49999999999
931,DC_cust3,Cust_cust26,prod79,58805.10989010989
932,DC_cust3,Cust_cust26,prod81,78041.81318681319
933,DC_cust3,Cust_cust26,prod89,53947.80219780219
934,DC_cust3,Cust_cust26,prod91,309858.9285714286
935,DC_cust3,Cust_cust26,prod98,206420.53571428574
936,DC_cust27,Cust_cust27,prod1,1215042.8846153843
937,DC_cust27,Cust_cust27,prod23,810713.1318681319
938,DC_cust27,Cust_cust27,prod26,1019864.1483516486
939,DC_cust27,Cust_cust27,prod28,666702.5824175825
940,DC_cust27,Cust_cust27,prod29,3230379.3543956047
941,DC_cust27,Cust_cust27,prod34,934672.7472527472
942,DC_cust27,Cust_cust27,prod39,769680.7142857143
943,DC_cust27,Cust_cust27,prod43,3285323.887362638
944,DC_cust27,Cust_cust27,prod44,2710777.788461539
945,DC_cust27,Cust_cust27,prod46,6397922.554945057
946,DC_cust27,Cust_cust27,prod48,1332340.247252747
947,DC_cust27,Cust_cust27,prod51,2547855.4258241756
948,DC_cust27,Cust_cust27,prod54,994380.3296703296
949,DC_cust27,Cust_cust27,prod60,627345.7554945056
950,DC_cust27,Cust_cust27,prod63,776010.054945055
951,DC_cust27,Cust_cust27,prod68,1016411.6895604394
952,DC_cust27,Cust_cust27,prod71,1318673.8049450554
953,DC_cust27,Cust_cust27,prod73,683191.7582417581
954,DC_cust27,Cust_cust27,prod74,1114040.1648351655
955,DC_cust27,Cust_cust27,prod79,863380.4258241757
956,DC_cust27,Cust_cust27,prod81,1137737.0879120878
957,DC_cust27,Cust_cust27,prod89,791834.4093406595
958,DC_cust27,Cust_cust27,prod91,4456876.62087912
959,DC_cust27,Cust_cust27,prod98,2974503.3241758235
960,DC_cust28,Cust_cust28,prod1,27112.280219780223
961,DC_cust28,Cust_cust28,prod23,17905.054945054944
962,DC_cust28,Cust_cust28,prod26,22582.870879120885
963,DC_cust28,Cust_cust28,prod28,14635.096153846154
964,DC_cust28,Cust_cust28,prod29,73183.50274725276
