,prod,cust,demand
771,prod79,cust19,375037.5000000001
772,prod79,cust2,1418522.362637362
773,prod79,cust20,121457.76098901097
774,prod79,cust21,627.7197802197802
775,prod79,cust22,64154.76648351649
776,prod79,cust23,16212.417582417582
777,prod79,cust24,21850.865384615387
778,prod79,cust25,14953.96978021978
779,prod79,cust26,2386.5384615384614
780,prod79,cust27,4365.961538461538
781,prod79,cust28,37565.92032967032
782,prod79,cust29,426.1675824175824
783,prod79,cust3,315809.2307692308
784,prod79,cust30,32107.967032967037
785,prod79,cust31,2030.5631868131868
786,prod79,cust32,1193.2692307692307
787,prod79,cust33,5893.145604395604
788,prod79,cust34,84370.1510989011
789,prod79,cust35,7341.1126373626375
790,prod79,cust36,514197.760989011
791,prod79,cust37,75926.01648351648
792,prod79,cust38,1017745.3434065933
793,prod79,cust39,12870.260989010989
794,prod79,cust4,539067.8983516484
795,prod79,cust5,148186.99175824175
796,prod79,cust6,438854.34065934055
797,prod79,cust7,1858547.9120879127
798,prod79,cust8,532127.8846153846
799,prod79,cust9,809274.1895604399
800,prod81,cust0,684041.0851648349
801,prod81,cust1,772112.3763736264
802,prod81,cust10,1123327.6098901099
803,prod81,cust11,1020880.9340659342
804,prod81,cust12,116117.12912087912
805,prod81,cust13,123258.69505494506
806,prod81,cust14,1110445.315934066
807,prod81,cust15,228425.82417582418
808,prod81,cust16,123258.69505494506
809,prod81,cust17,13816.854395604394
810,prod81,cust18,367050.6181318682
811,prod81,cust19,494017.47252747254
812,prod81,cust2,1870679.148351647
813,prod81,cust20,160202.9120879121
814,prod81,cust21,879.4093406593406
815,prod81,cust22,84553.65384615384
816,prod81,cust23,21347.486263736264
817,prod81,cust24,28971.37362637363
818,prod81,cust25,19682.925824175825
819,prod81,cust26,3182.71978021978
820,prod81,cust27,5791.868131868132
821,prod81,cust28,49868.62637362638
822,prod81,cust29,650.782967032967
823,prod81,cust3,416602.37637362647
824,prod81,cust30,42388.131868131866
825,prod81,cust31,2673.3241758241757
826,prod81,cust32,1608.4065934065934
827,prod81,cust33,7767.280219780219
828,prod81,cust34,111232.74725274724
829,prod81,cust35,9741.68956043956
830,prod81,cust36,676654.8489010988
831,prod81,cust37,100295.78296703297
832,prod81,cust38,1338725.741758242
833,prod81,cust39,17017.623626373625
834,prod81,cust4,710962.8434065935
835,prod81,cust5,195124.58791208788
836,prod81,cust6,578526.0027472527
837,prod81,cust7,2447594.73901099
838,prod81,cust8,700419.9587912089
839,prod81,cust9,1066104.835164835
840,prod89,cust0,475699.2857142857
841,prod89,cust1,537450.467032967
842,prod89,cust10,782734.4780219778
843,prod89,cust11,712291.4835164833
844,prod89,cust12,80823.43406593407
845,prod89,cust13,85517.29395604396
846,prod89,cust14,773364.8076923075
847,prod89,cust15,158931.42857142858
848,prod89,cust16,85354.84890109889
849,prod89,cust17,9441.868131868132
850,prod89,cust18,255584.23076923072
851,prod89,cust19,344159.9038461539
852,prod89,cust2,1300905.123626373
853,prod89,cust20,111222.71978021979
854,prod89,cust21,593.6263736263736
855,prod89,cust22,58695.810439560446
856,prod89,cust23,14703.282967032965
857,prod89,cust24,20002.8021978022
858,prod89,cust25,13636.35989010989
859,prod89,cust26,2178.96978021978
860,prod89,cust27,4012.9945054945056
861,prod89,cust28,34383.20054945055
862,prod89,cust29,460.260989010989
863,prod89,cust3,289507.17032967036
864,prod89,cust30,29398.543956043955
865,prod89,cust31,1855.0824175824175
866,prod89,cust32,1107.032967032967
867,prod89,cust33,5394.780219780219
868,prod89,cust34,77429.13461538462
869,prod89,cust35,6744.478021978022
870,prod89,cust36,471764.5054945055
871,prod89,cust37,69620.74175824175
872,prod89,cust38,933976.8406593407
873,prod89,cust39,11806.346153846154
874,prod89,cust4,494544.91758241755
875,prod89,cust5,135878.26923076925
876,prod89,cust6,402117.6923076923
877,prod89,cust7,1704788.6538461535
878,prod89,cust8,488176.46978021995
879,prod89,cust9,741956.7582417578
880,prod91,cust0,2686754.972527473
881,prod91,cust1,3026300.233516483
882,prod91,cust10,4391815.370879121
883,prod91,cust11,3981823.1043956047
884,prod91,cust12,454321.717032967
885,prod91,cust13,485335.6868131868
886,prod91,cust14,4346886.277472527
887,prod91,cust15,895463.3241758242
888,prod91,cust16,487039.3543956044
889,prod91,cust17,56887.857142857145
890,prod91,cust18,1437793.1593406596
891,prod91,cust19,1932402.252747253
892,prod91,cust2,7336044.752747254
893,prod91,cust20,631908.2554945055
894,prod91,cust21,3746.263736263736
895,prod91,cust22,332810.81043956045
896,prod91,cust23,85243.54395604396
897,prod91,cust24,115258.77747252748
898,prod91,cust25,77622.66483516483
899,prod91,cust26,13219.217032967033
900,prod91,cust27,22919.793956043955
901,prod91,cust28,198100.74175824178
902,prod91,cust29,2763.5714285714284
903,prod91,cust3,1637156.3598901094
904,prod91,cust30,168345.21978021975
905,prod91,cust31,10886.826923076924
906,prod91,cust32,6619.134615384615
907,prod91,cust33,30716.153846153848
908,prod91,cust34,435708.72252747254
909,prod91,cust35,38586.71703296703
910,prod91,cust36,2640475.1785714286
911,prod91,cust37,396069.1208791209
912,prod91,cust38,5220318.241758242
913,prod91,cust39,67099.83516483517
914,prod91,cust4,2786360.865384616
915,prod91,cust5,764776.2774725275
916,prod91,cust6,2269621.14010989
917,prod91,cust7,9570673.021978023
918,prod91,cust8,2735799.3406593404
919,prod91,cust9,4178672.4175824164
920,prod98,cust0,1792186.0989010988
921,prod98,cust1,2019296.3186813185
922,prod98,cust10,2932190.398351648
923,prod98,cust11,2659651.7170329676
924,prod98,cust12,303156.56593406596
925,prod98,cust13,323566.4835164835
926,prod98,cust14,2901616.634615384
927,prod98,cust15,597617.3076923077
928,prod98,cust16,324396.7582417583
929,prod98,cust17,37531.82692307692
930,prod98,cust18,959594.0247252749
931,prod98,cust19,1290040.357142857
932,prod98,cust2,4894738.241758244
933,prod98,cust20,421376.4560439561
934,prod98,cust21,2471.771978021978
935,prod98,cust22,221985.17857142858
936,prod98,cust23,56684.29945054945
937,prod98,cust24,76720.19230769231
938,prod98,cust25,51789.89010989011
939,prod98,cust26,8741.95054945055
940,prod98,cust27,15239.752747252747
941,prod98,cust28,131794.07967032967
942,prod98,cust29,1797.9258241758241
943,prod98,cust3,1092078.9972527472
944,prod98,cust30,112112.1565934066
945,prod98,cust31,7235.824175824176
946,prod98,cust32,4335.879120879121
947,prod98,cust33,20490.137362637364
948,prod98,cust34,290795.7005494506
949,prod98,cust35,25686.373626373625
950,prod98,cust36,1763447.362637363
951,prod98,cust37,263971.2087912088
952,prod98,cust38,3487176.9093406606
953,prod98,cust39,44764.642857142855
954,prod98,cust4,1859300.9752747254
955,prod98,cust5,510455.50824175816
956,prod98,cust6,1514318.818681319
957,prod98,cust7,6389629.835164841
958,prod98,cust8,1826989.4505494505
959,prod98,cust9,2788424.5192307695
