,Cust,Prod,mean,std,S,cost
110,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSｶｴﾄｸﾀﾞｲ,746.5728155339806,359.6343077797098,1459.0384455927237,3819.6185287853596
111,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ ｶｴﾄｸﾀﾞｲ,935.4888888888889,408.23520527789225,1659.8307220418558,1859.124633085725
112,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁJﾎﾝﾀｲｵﾀﾒｼ,242.85185185185185,478.21102973349554,1218.7692509121202,13523.652513460052
113,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾐﾝﾄｶｴ,75.38775510204081,236.85436949091473,602.3231425398276,3751.893130109941
114,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴ,3664.5098039215686,1858.2748491280724,6824.941316093999,17240.649177561805
115,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｽｶ-ﾚﾂﾄ ｶｴ,914.3980582524272,611.6314143788039,1976.323236421898,3743.2637699002144
116,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙｱﾛﾏｿ-ﾌﾟｶｴﾄｸﾀﾞｲ,1170.409090909091,463.33399065056466,1959.8932088158551,1733.9551200100316
117,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙPS Fｸﾞﾘ-ﾝｶｴｿﾞｳ,290.94444444444446,418.10661281847695,1141.9222111504876,9457.649701411716
118,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｼﾜｽﾂｷﾘｿﾌﾗﾝｶｴ,168.56410256410257,95.6567985572542,394.6638424057941,610.1325813125385
119,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁJｶｴｿﾞｳﾘﾖｳ,393.49,655.6826575209515,1759.8879960206812,48643.84121405951
120,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞﾄｸﾀﾞｲ,836.2941176470588,404.43047828360545,1560.7626734816733,2105.5856525840695
121,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ ｶｴ,2188.9555555555557,1029.7321574864097,4018.3946376303547,13967.65744789963
122,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁCﾎﾝﾀｲｵﾀﾒｼ,175.66666666666666,262.5695146051803,661.4029213207696,1408.0032842525432
123,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁCｶｴﾄｸﾀﾞｲ,293.22222222222223,205.94075548866434,682.1386465562961,1104.091349650222
124,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏｶｴｿﾞｳ,418.72222222222223,604.2522940962947,1617.0159185922196,19708.466429522075
125,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴｿﾞｳ,628.5897435897435,601.9777805808869,1735.1785704370948,9014.97670955545
126,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁDﾎﾝﾀｲｵﾀﾒｼ,123.12962962962963,278.56275647365317,749.4318667000467,6756.715329029391
127,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏ,177.04347826086956,116.01742331252362,486.76018228208926,1501.879443695084
128,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴﾄｸﾀﾞｲ,1860.7446808510638,561.7205118161563,2894.666092014389,5006.483782957491
129,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ LEﾌﾞ-ｹ,190.0,240.41630560342617,577.0235709123202,448.9337423390332
130,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ ｶｴｿﾞｳ,330.1794871794872,352.3951782777601,1077.7822646711245,8050.581931570519
131,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ BRﾛ-ｽﾞｱﾛﾏ,70.70833333333333,259.8011746746323,560.4449937686989,1504.711567460475
132,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ ｶｴｿﾞｳ,413.87179487179486,442.5916604136891,1251.534723443271,5804.069736484013
133,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｼﾞﾕﾘｴﾂﾄ,390.6407766990291,470.15120334551295,1374.2495066635693,16669.917216650123
134,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｼﾞﾕﾘｴﾂﾄ ｶｴ,2003.106796116505,1064.3388808028456,3855.835538330088,12337.688997874839
135,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ,170.10416666666666,130.68155864353452,426.8021939840539,708.6280525838959
136,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞ,136.12765957446808,105.58133419956319,437.23674989263617,1261.1501330007275
137,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁDｶｴｿﾞｳﾘﾖｳ,243.6949152542373,433.79886703709246,1182.2747791987736,16884.204458514087
138,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ｱﾛﾏｿ-ﾌﾟ,126.71739130434783,73.7863772562323,272.3391915549089,309.78364536871317
139,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ SPｳﾞｱｶﾝｽ ｶｴ,78.75,131.64785378959814,467.8374143083925,3446.5385438627954
140,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ ｶｴ,2786.266666666667,1156.2431601763299,4772.493380957612,8255.808789145269
141,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｽｶ-ﾚﾂﾄ,189.6504854368932,327.46512188885646,990.332592109062,24620.456407119746
142,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾁｴﾘ-,67.58333333333333,92.66700730262222,326.68888427154866,974.7969627601278
143,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾏﾘｱ,146.22772277227722,283.1314846917637,832.2034391803536,12692.398509075412
144,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁAｶｴｿﾞｳﾘﾖｳ,78.59574468085107,138.05554326059084,430.1439355052704,1886.816543828166
145,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ,156.0408163265306,129.46894080300908,440.714824207051,993.6838913400774
146,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｿﾌｲｱ ｶｴ,618.8888888888889,245.02746277986856,1094.188446920116,1668.3746965827988
147,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｱﾆ- ｶｴ,525.225,308.3311146836324,1084.3603614502163,2165.1212779769226
148,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ ｶｴﾄｸﾀﾞｲ,1145.5,362.84223620203454,1798.7578675111345,1694.9120703001179
149,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ LEｻﾎﾞﾝ ｶｴ,84.23809523809524,116.88097124932627,326.87920891059446,552.4521668866171
150,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ,240.52083333333334,214.8960153866935,663.2732587213778,1646.1860205708963
151,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁPﾎﾝﾀｲｵﾀﾒｼ,196.44444444444446,269.22347181807487,685.8316173887124,1284.2668565083236
152,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾏﾘｱ ｶｴ,792.5544554455446,658.347924356833,1916.6834528565423,3784.3854508542145
153,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ SPｳﾞｱｶﾝｽ,66.0,108.0595900417913,308.65901245784477,697.2023133690057
154,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁCｶｴｿﾞｳﾘﾖｳ,457.84615384615387,698.9782836581128,1727.81432188204,9306.873905222608
155,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁMｶｴｿﾞｳﾘﾖｳ,175.8815789473684,263.11421941077293,831.7465854195883,10733.690202297978
156,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ LEｻﾎﾞﾝ,25.263157894736842,51.503704516737116,182.45265923624197,367.73167656224064
157,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ LEﾌﾞ-ｹ ｶｴ,127.90625,139.73462391607794,399.2646461281951,607.5094084358373
158,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾐﾝﾄ,33.54838709677419,67.29677491513614,244.71509904008218,750.5380005583178
159,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ BRﾛ-ｽﾞｱﾛﾏ ｶｴ,108.41666666666667,220.73551292591466,519.1206852166478,1099.8546381183821
160,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ ｶｴ,2016.7777777777778,1014.7876152379886,3813.255042920459,14063.568321094514
161,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ﾌﾝﾜﾘｿﾌﾗﾝ,20.660194174757283,18.480807956012757,81.22134952440057,92.98384275760898
162,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾀﾞｲｱﾅ,203.03076923076924,324.9745648330982,875.3588678720481,5566.256670359131
163,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Fｸﾞﾘ-ﾝ,125.56862745098039,77.97929338022006,291.8537170838989,360.33668432197464
164,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ LXﾌﾞ-ｹｱﾛﾏ,64.375,227.34149997018946,504.95679717303483,1464.3108051689076
165,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｸﾘｽﾃｲ-ﾇ,136.55555555555554,161.2736885371544,553.3582416418606,3313.8193962789965
166,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ ｶｴﾄｸﾀﾞｲ,1427.1136363636363,573.7543926328923,2444.4310730967977,3286.7194105058074
167,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁMﾎﾝﾀｲｵﾀﾒｼ,99.74074074074075,188.7400720960306,549.184093032525,3275.1903368882768
168,ｷﾀｶﾝﾄｳ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｿﾌｲｱ,203.0,223.45100792159445,722.6421519595197,4595.165385634713
169,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁMｶｴﾄｸﾀﾞｲ,44.25,55.88451811619534,149.0531548917224,191.05355630028447
170,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSﾎﾝﾀｲｵﾀﾒｼ,38.648148148148145,74.99387582729858,287.8974988187463,948.8175871521564
171,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSｶｴｿﾞｳﾘﾖｳ,100.17045454545455,195.07347402057943,623.789308901633,6353.375137805365
172,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｼﾜｽﾂｷﾘｿﾌﾗﾝ,1.9901960784313726,3.9035274680532006,33.59921640071916,37.203174414247854
173,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ,33.62222222222222,43.559932010595205,156.78178781748207,254.56789277545934
174,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｸﾘｽﾃｲ-ﾇ ｶｴ,227.22222222222223,207.92859508397294,707.8721374441103,3594.6767136120293
175,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ｱﾛﾏｿ-ﾌﾟｶｴｿﾞｳ,268.22222222222223,359.97503474689137,1040.4338073323709,9894.930429777338
176,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁPｶｴﾄｸﾀﾞｲ,88.33333333333333,93.22837235393905,316.68592549511044,624.436016980516
177,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞ ｶｴ,1138.4705882352941,615.7784131630851,2245.805725509941,5974.303647278442
178,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁDｶｴﾄｸﾀﾞｲ,97.32307692307693,86.7986368866736,344.89078334164384,641.1406371407074
179,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁJｶｴﾄｸﾀﾞｲ,417.75728155339806,262.782116039476,1017.578184129645,2759.4354828781206
180,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞｶｴｿﾞｳ,361.6666666666667,596.2023404593701,1484.7514728690714,10191.449133508046
181,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁPｶｴｿﾞｳﾘﾖｳ,217.6153846153846,314.85460625012786,822.8600182614293,2465.7560200723365
182,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ LXﾌﾞ-ｹｱﾛﾏ ｶｴ,9.916666666666666,19.386047574988314,35.97843405428628,36.67763921483675
183,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ｱﾛﾏｿ-ﾌﾟ ｶｴ,1383.581818181818,862.4988822517522,2972.9600738972063,17712.95703162066
184,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Fｸﾞﾘ-ﾝ ｶｴ,1085.5882352941176,680.3488568806622,2373.4538380360996,14205.51537282524
185,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ ｶｴｿﾞｳ,216.82051282051282,387.23771237308574,1013.5820937916608,7653.288520190895
186,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾁｴﾘ-ｶｴ,76.5,110.2907772914651,316.01848253091737,611.7440618981717
187,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｶｴﾄｸﾀﾞｲ,436.5,249.15158602849155,976.8342280581223,2802.007722515502
188,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙPS Fｸﾞﾘ-ﾝﾄｸﾀﾞｲ,91.61111111111111,78.57922733492269,277.39265843595575,394.2790971811778
189,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴ,2155.777777777778,1125.3374824891196,4152.741323884828,17984.39148918526
190,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ﾌﾝﾜﾘｿﾌﾗﾝｶｴ,337.2621359223301,258.13619148848045,874.7841185449887,2786.928059964152
191,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾀﾞｲｱﾅ ｶｴ,352.44615384615383,326.5490980871613,978.0303656899703,3042.850808973153
192,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSｶｴﾄｸﾀﾞｲ,130.20388349514562,96.61692694867655,408.2789796271286,772.8880014165186
193,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ ｶｴﾄｸﾀﾞｲ,172.09756097560975,71.54991435286587,335.4198752133941,343.3902942483501
194,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁJﾎﾝﾀｲｵﾀﾒｼ,90.75925925925925,188.01976363250242,578.6667025862215,4495.378109694657
195,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾐﾝﾄｶｴ,108.48387096774194,454.7365443102004,913.5536357462383,2470.220944718001
196,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴ,1978.1153846153845,1121.2962676111397,3944.4593372848767,14340.179059309297
197,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｽｶ-ﾚﾂﾄ ｶｴ,420.6019417475728,292.72128682570826,984.288942787769,2831.263886867693
198,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙｱﾛﾏｿ-ﾌﾟｶｴﾄｸﾀﾞｲ,244.0888888888889,171.73087060628305,601.3971476114788,1184.4859844851155
199,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙPS Fｸﾞﾘ-ﾝｶｴｿﾞｳ,252.1851851851852,375.3241713748711,1011.5515790648332,7060.237989987882
200,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｼﾜｽﾂｷﾘｿﾌﾗﾝｶｴ,37.50684931506849,42.66084702747917,184.25673579929807,314.3504003896908
201,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁJｶｴｿﾞｳﾘﾖｳ,206.2840909090909,398.1368663433377,1072.2822870422654,13803.485814971524
202,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞﾄｸﾀﾞｲ,171.14,110.31309985672598,441.8122925413759,702.0056307595626
203,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ ｶｴ,1223.7954545454545,746.6250134281148,2549.507593368513,7056.280971282004
204,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁCﾎﾝﾀｲｵﾀﾒｼ,152.66666666666666,364.7194126996807,785.481019843362,1311.143990408267
205,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁCｶｴﾄｸﾀﾞｲ,38.55555555555556,89.80778311759363,286.71393103291837,855.5733137786797
206,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏｶｴｿﾞｳ,506.51851851851853,790.0305432445376,1967.2429926497837,16599.12228146319
207,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴｿﾞｳ,346.71794871794873,622.2950285548669,1537.742090277924,13253.854726284479
208,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁDﾎﾝﾀｲｵﾀﾒｼ,30.01851851851852,58.5715143401929,233.95057273539237,662.9689366957122
209,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏ,58.6,41.408387380511996,122.08045028895602,105.03493398506626
210,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴﾄｸﾀﾞｲ,550.5957446808511,145.7682287168152,817.3768109524849,492.7748513587849
211,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ ｶｴｿﾞｳ,234.51282051282053,420.1283558123931,1067.4054853810455,7036.374363792771
212,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ BRﾛ-ｽﾞｱﾛﾏ,8.869565217391305,17.902017021518418,33.35464885845224,34.34812773790518
213,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ ｶｴｿﾞｳ,206.56410256410257,381.14514398418623,982.5119568046766,7136.986281414813
214,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｼﾞﾕﾘｴﾂﾄ,161.20388349514562,180.63848412106128,658.629260072675,4979.411954903449
215,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｼﾞﾕﾘｴﾂﾄ ｶｴ,1043.8252427184466,531.9781513128197,1989.748603495711,3885.2197165316643
216,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ,55.708333333333336,46.88962065129865,178.07968518575402,275.70198138853607
217,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞ,53.48936170212766,67.41560661153402,222.7890126111588,368.6601808060103
218,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁDｶｴｿﾞｳﾘﾖｳ,92.0677966101695,158.21808000861688,506.6758064021651,2505.500203716325
219,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ｱﾛﾏｿ-ﾌﾟ,22.68888888888889,23.31096330272539,113.07171167171913,150.4043658421149
